UNITID,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFA11N,SCFA11N,XSCFA11P,SCFA11P,XSCFA12N,SCFA12N,XSCFA12P,SCFA12P,XSCFA13N,SCFA13N,XSCFA13P,SCFA13P,XSCFA14N,SCFA14N,XSCFA14P,SCFA14P,XSCFA2,SCFA2,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XSCFY2,SCFY2,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XTOTGRNT,TOTGRNT,XTSTDPEL,TSTDPEL,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_A,FGRNT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_A,LOAN_A,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_A,AGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_A,OFGRT_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_A,OLOAN_A,XSCUGFFN,SCUGFFN,XSCUGRAD,SCUGRAD,XSCUGFFP,SCUGFFP 
102261,"R",31,"R",14,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",221,"A",,"A",,"A",,"R",30,"R",97,"R",550877,"R",115,"R",16,"R",52,"R",3329,"R",1,"R",3,"R",4140,"R",9,"R",29,"R",2503,"R",26,"R",84,"R",5480,"R",23,"R",74,"R",3475,"R",14,"R",45,"R",3484,"R",9,"R",29,"R",499,"R",26,"R",84,"R",4938,"R",3,"R",10,"R",4700,"R",31,"R",221,"R",14
102270,"R",345,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",915,"A",,"A",,"A",,"R",315,"R",91,"R",4121504,"R",729,"R",239,"R",69,"R",3237,"R",198,"R",57,"R",624,"R",299,"R",87,"R",3500,"R",273,"R",79,"R",3242,"R",306,"R",89,"R",6352,"R",239,"R",69,"R",2895,"R",138,"R",40,"R",592,"R",252,"R",73,"R",3200,"R",35,"R",10,"R",2250,"R",345,"R",915,"R",38
102298,"R",125,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",350,"A",,"A",,"A",,"R",95,"R",76,"R",1847651,"R",301,"R",85,"R",68,"R",3033,"Z",0,"Z",0,"A",,"R",10,"R",8,"R",1000,"R",20,"R",16,"R",3200,"R",95,"R",76,"R",2819,"R",85,"R",68,"R",3033,"Z",0,"Z",0,"A",,"R",20,"R",16,"R",3200,"Z",0,"Z",0,"A",,"R",125,"R",350,"R",36
102313,"R",269,"R",20,"Z",0,"Z",0,"R",269,"R",100,"Z",0,"Z",0,"Z",0,"Z",0,"R",1340,"A",,"A",,"A",,"R",233,"R",87,"R",3364566,"R",1038,"R",169,"R",63,"R",2560,"R",69,"R",26,"R",1040,"R",73,"R",27,"R",2331,"Z",0,"Z",0,"A",,"R",223,"R",83,"R",3024,"R",151,"R",56,"R",2614,"R",20,"R",7,"R",1895,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",269,"R",1340,"R",20
102368,"R",1763,"R",8,"Z",0,"Z",0,"R",1405,"R",80,"R",358,"R",20,"Z",0,"Z",0,"R",21298,"A",,"A",,"A",,"R",1543,"R",88,"R",34961828,"R",787,"R",847,"R",48,"R",3495,"R",125,"R",7,"R",3560,"R",500,"R",28,"R",3225,"R",1202,"R",68,"R",3379,"R",1472,"R",83,"R",3409,"R",787,"R",45,"R",3608,"R",60,"R",3,"R",2016,"R",1202,"R",68,"R",3379,"Z",0,"Z",0,"A",,"R",1763,"R",21298,"R",8
102377,"R",793,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2515,"A",,"A",,"A",,"R",729,"R",92,"R",14443481,"R",1335,"R",255,"R",32,"R",3559,"Z",0,"Z",0,"A",,"R",160,"R",20,"R",3269,"R",160,"R",20,"R",4100,"R",415,"R",52,"R",3447,"R",160,"R",20,"R",4337,"R",95,"R",12,"R",2250,"Z",0,"Z",0,"A",,"R",160,"R",20,"R",4100,"R",793,"R",2515,"R",32
102395,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",87,"A",,"A",,"A",,"A",,"A",,"R",200341,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",87,"A",
102429,"R",742,"R",19,"Z",0,"Z",0,"R",700,"R",94,"R",37,"R",5,"R",5,"R",1,"R",3986,"A",,"A",,"A",,"R",549,"R",74,"R",2062044,"R",382,"R",382,"R",51,"R",3476,"R",79,"R",11,"R",499,"R",297,"R",40,"R",2339,"Z",0,"Z",0,"A",,"R",549,"R",74,"R",3756,"R",382,"R",51,"R",3476,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",742,"R",3986,"R",19
102553,"R",1339,"R",9,"Z",0,"Z",0,"R",1238,"R",92,"R",101,"R",8,"Z",0,"Z",0,"R",15590,"A",,"A",,"A",,"R",912,"R",68,"R",15850278,"R",2125,"R",308,"R",23,"R",3706,"R",28,"R",2,"R",884,"R",407,"R",30,"R",2049,"R",465,"R",35,"R",7418,"R",543,"R",41,"R",3683,"R",307,"R",23,"R",3033,"R",144,"R",11,"R",1462,"R",441,"R",33,"R",3830,"R",280,"R",21,"R",6286,"R",1339,"R",15590,"R",9
102614,"R",793,"R",10,"Z",0,"Z",0,"R",711,"R",90,"R",82,"R",10,"Z",0,"Z",0,"R",7568,"A",,"A",,"A",,"R",557,"R",70,"R",10374383,"R",1086,"R",143,"R",18,"R",3260,"R",9,"R",1,"R",1139,"R",385,"R",49,"R",2900,"R",261,"R",33,"R",8512,"R",444,"R",56,"R",3587,"R",139,"R",18,"R",3059,"R",43,"R",5,"R",956,"R",224,"R",28,"R",4081,"R",189,"R",24,"R",6919,"R",793,"R",7568,"R",10
102632,"R",108,"R",4,"Z",0,"Z",0,"R",97,"R",90,"R",11,"R",10,"Z",0,"Z",0,"R",2699,"A",,"A",,"A",,"R",78,"R",72,"R",2195244,"R",333,"R",27,"R",25,"R",3033,"R",1,"R",1,"R",1000,"R",45,"R",42,"R",1543,"R",41,"R",38,"R",6858,"R",51,"R",47,"R",2987,"R",27,"R",25,"R",2959,"R",2,"R",2,"R",1000,"R",38,"R",35,"R",4251,"R",19,"R",18,"R",6295,"R",108,"R",2699,"R",4
102669,"R",45,"R",9,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",514,"A",,"A",,"A",,"R",41,"R",91,"R",1515754,"R",129,"R",22,"R",49,"R",2661,"R",12,"R",27,"R",2310,"R",34,"R",76,"R",9842,"R",28,"R",62,"R",10929,"R",34,"R",76,"R",12379,"R",14,"R",31,"R",2256,"R",11,"R",24,"R",2450,"R",28,"R",62,"R",5500,"R",19,"R",42,"R",8000,"R",45,"R",514,"R",9
102711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",288,"R",20,"R",1465,"R",269,"R",93,"R",580786,"R",78,"R",78,"R",27,"R",3148,"R",104,"R",36,"R",3173,"R",2,"R",1,"R",2625,"R",85,"R",30,"R",7241,"R",184,"R",64,"R",3156,"R",78,"R",27,"R",3148,"Z",0,"Z",0,"A",,"R",60,"R",21,"R",4838,"R",55,"R",19,"R",5913,"R",288,"R",1465,"R",20
102845,"R",39,"R",8,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",516,"A",,"A",,"A",,"R",39,"R",100,"R",1083641,"R",447,"R",17,"R",44,"R",1382,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",39,"R",100,"R",7899,"R",17,"R",44,"R",1382,"R",17,"R",44,"R",1250,"R",8,"R",21,"R",282,"R",39,"R",100,"R",7899,"Z",0,"Z",0,"A",,"R",39,"R",516,"R",8
103361,"R",17,"R",2,"Z",0,"Z",0,"R",17,"R",100,"Z",0,"Z",0,"Z",0,"Z",0,"R",905,"A",,"A",,"A",,"R",12,"R",71,"R",194661,"R",34,"R",5,"R",29,"R",4280,"Z",0,"Z",0,"A",,"R",8,"R",47,"R",2535,"R",3,"R",18,"R",6299,"R",11,"R",65,"R",3789,"R",5,"R",29,"R",4280,"Z",0,"Z",0,"A",,"R",1,"R",6,"R",7500,"R",2,"R",12,"R",5699,"R",17,"R",905,"R",2
103501,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",455,"R",90,"R",506,"R",402,"R",88,"R",1020380,"R",268,"R",274,"R",60,"R",3284,"R",22,"R",5,"R",5281,"R",17,"R",4,"R",255,"R",402,"R",88,"R",4214,"R",313,"R",69,"R",3259,"R",268,"R",59,"R",3217,"R",6,"R",1,"R",6281,"R",402,"R",88,"R",3131,"R",134,"R",29,"R",3250,"R",455,"R",506,"R",90
103644,"R",545,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",867,"A",,"A",,"A",,"R",498,"R",91,"R",1996618,"R",508,"R",427,"R",78,"R",2496,"R",2,"R",0,"R",187,"Z",0,"Z",0,"A",,"R",476,"R",87,"R",6782,"R",427,"R",78,"R",2497,"R",427,"R",78,"R",2460,"R",68,"R",12,"R",229,"R",476,"R",87,"R",5864,"R",216,"R",40,"R",2024,"R",545,"R",867,"R",63
103723,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",511,"R",19,"R",2651,"R",484,"R",95,"R",3616249,"R",645,"R",446,"R",87,"R",2733,"R",6,"R",1,"R",1167,"R",70,"R",14,"R",1099,"R",456,"R",89,"R",8735,"R",484,"R",95,"R",2691,"R",264,"R",52,"R",2752,"R",182,"R",36,"R",2706,"R",452,"R",88,"R",4440,"R",284,"R",56,"R",6960,"R",511,"R",2651,"R",19
103732,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",55,"R",48,"R",114,"R",42,"R",76,"R",436412,"R",47,"R",26,"R",47,"R",3059,"R",1,"R",2,"R",591,"R",16,"R",29,"R",261,"R",34,"R",62,"R",4892,"R",28,"R",51,"R",3012,"R",26,"R",47,"R",2692,"R",16,"R",29,"R",597,"R",34,"R",62,"R",4892,"Z",0,"Z",0,"A",,"R",55,"R",114,"R",48
103741,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",129,"R",29,"R",446,"R",103,"R",80,"R",1836354,"R",251,"R",85,"R",66,"R",2683,"R",8,"R",6,"R",3666,"R",50,"R",39,"R",122,"R",71,"R",55,"R",4686,"R",87,"R",67,"R",3029,"R",85,"R",66,"R",2470,"R",50,"R",39,"R",362,"R",70,"R",54,"R",4613,"R",2,"R",2,"R",4906,"R",129,"R",446,"R",29
103787,"R",10,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"A",,"A",,"A",,"R",10,"R",100,"R",232248,"R",49,"R",7,"R",70,"R",1948,"R",5,"R",50,"R",3434,"R",3,"R",30,"R",1083,"Z",0,"Z",0,"A",,"R",10,"R",100,"R",3406,"R",7,"R",70,"R",1948,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",10,"R",68,"R",15
103811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",811,"R",84,"R",967,"R",775,"R",96,"R",1519258,"R",518,"R",524,"R",65,"R",2677,"R",24,"R",3,"R",1558,"R",121,"R",15,"R",500,"R",775,"R",96,"R",4631,"R",524,"R",65,"R",2864,"R",518,"R",64,"R",2672,"R",6,"R",1,"R",3103,"R",699,"R",86,"R",4874,"R",76,"R",9,"R",2395,"R",811,"R",967,"R",84
103893,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6881,"R",98,"R",7001,"R",6517,"R",95,"R",28239862,"R",2569,"R",3698,"R",54,"R",4061,"R",3003,"R",44,"R",4231,"R",555,"R",8,"R",307,"R",6091,"R",89,"R",9227,"R",5455,"R",79,"R",5114,"R",2518,"R",37,"R",4308,"R",1652,"R",24,"R",2522,"R",6013,"R",87,"R",8719,"R",509,"R",7,"R",7416,"R",6881,"R",7001,"R",98
103945,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",254,"R",76,"R",335,"R",254,"R",100,"C",1333434,"R",218,"R",201,"R",79,"R",3570,"Z",0,"Z",0,"A",,"R",112,"R",44,"R",5500,"R",254,"R",100,"R",9448,"R",201,"R",79,"R",6634,"R",201,"R",79,"R",3500,"R",201,"R",79,"R",70,"R",254,"R",100,"R",7500,"R",198,"R",78,"R",2500,"R",254,"R",335,"R",76
103954,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",26,"R",73,"R",19,"R",100,"R",123027,"R",40,"R",11,"R",58,"R",3069,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",10,"R",53,"R",5153,"R",11,"R",58,"R",3069,"R",11,"R",58,"R",2878,"R",9,"R",47,"R",233,"R",10,"R",53,"R",5153,"Z",0,"Z",0,"A",,"R",19,"R",73,"R",26
103963,"R",582,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",582,"A",,"A",,"A",,"R",550,"R",95,"R",1797082,"R",450,"R",450,"R",77,"R",3000,"Z",0,"Z",0,"A",,"R",3,"R",1,"R",5000,"R",500,"R",86,"R",15240,"R",453,"R",78,"R",3013,"R",450,"R",77,"R",3000,"Z",0,"Z",0,"A",,"R",500,"R",86,"R",15000,"R",20,"R",3,"R",6000,"R",582,"R",582,"R",100
104090,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",656,"R",57,"R",1158,"R",511,"R",78,"R",2474699,"R",842,"R",511,"R",78,"R",2982,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",315,"R",48,"R",6670,"R",511,"R",78,"R",2982,"R",511,"R",78,"R",2935,"R",83,"R",13,"R",292,"R",315,"R",48,"R",6670,"Z",0,"Z",0,"A",,"R",656,"R",1158,"R",57
104151,"R",8664,"R",17,"Z",0,"Z",0,"R",5631,"R",65,"R",3033,"R",35,"Z",0,"Z",0,"R",51311,"A",,"A",,"A",,"R",6475,"R",75,"R",158414082,"R",10773,"R",1706,"R",20,"R",3708,"R",398,"R",5,"R",1547,"R",5149,"R",59,"R",6100,"R",2450,"R",28,"R",5120,"R",5314,"R",61,"R",7217,"R",1699,"R",20,"R",3024,"R",1225,"R",14,"R",970,"R",2357,"R",27,"R",3679,"R",289,"R",3,"R",13397,"R",8664,"R",51311,"R",17
104160,"R",551,"R",8,"R",402,"R",73,"R",11,"R",2,"R",138,"R",25,"Z",0,"Z",0,"R",6953,"A",,"A",,"A",,"R",403,"R",73,"R",8909284,"R",3649,"R",332,"R",60,"R",3787,"R",67,"R",12,"R",1694,"R",98,"R",18,"R",3477,"R",65,"R",12,"R",2846,"R",400,"R",73,"R",4279,"R",324,"R",59,"R",3389,"R",158,"R",29,"R",1008,"R",65,"R",12,"R",2846,"Z",0,"Z",0,"A",,"R",551,"R",6953,"R",8
104179,"R",6231,"R",21,"Z",0,"Z",0,"R",3944,"R",63,"R",2287,"R",37,"Z",0,"Z",0,"R",29070,"A",,"A",,"A",,"R",4775,"R",77,"R",103733899,"R",6203,"R",1161,"R",19,"R",3888,"R",264,"R",4,"R",1918,"R",4198,"R",67,"R",4772,"R",1645,"R",26,"R",4747,"R",4603,"R",74,"R",5443,"R",1156,"R",19,"R",2973,"R",933,"R",15,"R",1154,"R",1620,"R",26,"R",3948,"R",128,"R",2,"R",11044,"R",6231,"R",29070,"R",21
104188,"R",28,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"A",,"A",,"A",,"R",23,"R",82,"R",46852,"R",29,"R",18,"R",64,"R",1510,"R",3,"R",11,"R",1000,"R",9,"R",32,"R",1248,"R",23,"R",82,"R",3333,"R",18,"R",64,"R",2300,"R",14,"R",50,"R",1540,"R",15,"R",54,"R",375,"R",23,"R",82,"R",2290,"R",4,"R",14,"R",6000,"R",28,"R",54,"R",52
104294,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",267,"R",59,"R",455,"R",152,"R",57,"R",343429,"R",127,"R",79,"R",30,"R",2865,"R",1,"R",0,"R",5000,"R",1,"R",0,"R",15500,"R",148,"R",55,"R",5345,"R",81,"R",30,"R",3047,"R",79,"R",30,"R",2865,"Z",0,"Z",0,"A",,"R",145,"R",54,"R",5274,"R",3,"R",1,"R",8800,"R",267,"R",455,"R",59
104346,"R",504,"R",9,"R",178,"R",35,"R",257,"R",51,"R",39,"R",8,"R",30,"R",6,"R",5865,"A",,"A",,"A",,"R",340,"R",67,"R",3613886,"R",1020,"R",108,"R",21,"R",3011,"R",47,"R",9,"R",1401,"R",117,"R",23,"R",2153,"R",43,"R",9,"R",4986,"R",200,"R",40,"R",3215,"R",107,"R",21,"R",2885,"R",21,"R",4,"R",783,"R",43,"R",9,"R",4986,"Z",0,"Z",0,"A",,"R",504,"R",5865,"R",9
104364,"R",122,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",298,"A",,"A",,"A",,"R",47,"R",39,"R",250156,"R",90,"R",41,"R",34,"R",2961,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",46,"R",38,"R",8512,"R",41,"R",34,"R",2961,"R",41,"R",34,"R",2898,"R",2,"R",2,"R",1293,"R",46,"R",38,"R",8512,"Z",0,"Z",0,"A",,"R",122,"R",298,"R",41
104391,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"P",34,"P",52,"P",65,"P",1,"P",3,"P",320637,"P",43,"P",1,"P",3,"P",3842,"P",0,"P",0,"A",,"P",0,"P",0,"A",,"P",1,"P",3,"P",8750,"P",1,"P",3,"P",3842,"P",1,"P",3,"P",3511,"P",1,"P",3,"P",331,"P",1,"P",3,"P",4876,"P",1,"P",3,"P",3874,"P",34,"P",65,"P",52
104425,"R",255,"R",6,"R",190,"R",75,"R",35,"R",14,"R",30,"R",12,"Z",0,"Z",0,"R",4337,"A",,"A",,"A",,"R",190,"R",75,"R",6014020,"R",1158,"R",149,"R",58,"R",3415,"R",40,"R",16,"R",1660,"R",47,"R",18,"R",2519,"R",32,"R",13,"R",3758,"R",181,"R",71,"R",3832,"R",148,"R",58,"R",3307,"R",25,"R",10,"R",773,"R",32,"R",13,"R",3758,"Z",0,"Z",0,"A",,"R",255,"R",4337,"R",6
104434,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",50,"R",53,"R",94,"R",32,"R",64,"R",379283,"R",41,"R",25,"R",50,"R",3032,"R",5,"R",10,"R",2436,"R",12,"R",24,"R",306,"R",23,"R",46,"R",5225,"R",26,"R",52,"R",3525,"R",25,"R",50,"R",2592,"R",12,"R",24,"R",917,"R",23,"R",46,"R",5225,"Z",0,"Z",0,"A",,"R",50,"R",94,"R",53
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",86,"R",29,"R",299,"R",63,"R",73,"R",965538,"R",141,"R",47,"R",55,"R",2248,"R",3,"R",3,"R",2290,"R",21,"R",24,"R",173,"R",42,"R",49,"R",4990,"R",50,"R",58,"R",2324,"R",47,"R",55,"R",2019,"R",20,"R",23,"R",537,"R",42,"R",49,"R",4800,"R",1,"R",1,"R",8000,"R",86,"R",299,"R",29
104504,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",65,"R",27,"R",238,"R",58,"R",89,"R",139018,"R",75,"R",39,"R",60,"R",1190,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",52,"R",80,"R",2542,"R",39,"R",60,"R",1190,"R",39,"R",60,"R",1021,"R",24,"R",37,"R",275,"R",52,"R",80,"R",2408,"R",3,"R",5,"R",2328,"R",65,"R",238,"R",27
104531,"R",189,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1248,"A",,"A",,"A",,"R",182,"R",96,"R",3235547,"R",492,"R",109,"R",58,"R",3755,"R",26,"R",14,"R",1419,"R",59,"R",31,"R",2208,"R",170,"R",90,"R",7640,"R",138,"R",73,"R",4178,"R",97,"R",51,"R",2186,"R",52,"R",28,"R",3795,"R",168,"R",89,"R",5848,"R",44,"R",23,"R",7188,"R",189,"R",1248,"R",15
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",148,"R",40,"R",367,"R",126,"R",85,"R",346709,"R",86,"R",86,"R",58,"R",1928,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",87,"R",59,"R",3918,"R",86,"R",58,"R",1928,"R",86,"R",58,"R",1928,"Z",0,"Z",0,"A",,"R",87,"R",59,"R",3918,"Z",0,"Z",0,"A",,"R",148,"R",367,"R",40
104577,"R",524,"R",10,"R",183,"R",35,"R",246,"R",47,"R",95,"R",18,"Z",0,"Z",0,"R",5314,"A",,"A",,"A",,"R",377,"R",72,"R",5265102,"R",836,"R",140,"R",27,"R",2698,"R",36,"R",7,"R",2340,"R",84,"R",16,"R",2446,"Z",0,"Z",0,"A",,"R",377,"R",72,"R",1770,"R",140,"R",27,"R",2550,"R",19,"R",4,"R",1092,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",524,"R",5314,"R",10
104586,"R",399,"R",24,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1676,"A",,"A",,"A",,"R",398,"R",100,"R",3308842,"R",83,"R",83,"R",21,"R",4390,"R",24,"R",6,"R",1917,"R",397,"R",99,"R",7301,"R",246,"R",62,"R",11998,"R",397,"R",99,"R",8334,"R",83,"R",21,"R",2904,"R",65,"R",16,"R",1898,"R",240,"R",60,"R",3721,"R",87,"R",22,"R",23661,"R",399,"R",1676,"R",24
104708,"R",551,"R",3,"R",520,"R",94,"R",25,"R",5,"R",6,"R",1,"Z",0,"Z",0,"R",18444,"A",,"A",,"A",,"R",344,"R",62,"R",10777411,"R",3023,"R",192,"R",35,"R",3459,"R",28,"R",5,"R",330,"R",86,"R",16,"R",1531,"R",101,"R",18,"R",3176,"R",267,"R",48,"R",3015,"R",191,"R",35,"R",3220,"R",82,"R",15,"R",597,"R",95,"R",17,"R",3065,"R",7,"R",1,"R",4226,"R",551,"R",18444,"R",3
104717,"R",101,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4840,"A",,"A",,"A",,"R",78,"R",77,"R",12837442,"R",1702,"R",40,"R",40,"R",3038,"R",21,"R",21,"R",1762,"R",39,"R",39,"R",4726,"R",64,"R",63,"R",6278,"R",67,"R",66,"R",5116,"R",37,"R",37,"R",3174,"R",8,"R",8,"R",510,"R",63,"R",62,"R",5306,"R",12,"R",12,"R",5624,"R",101,"R",4840,"R",2
104805,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3931,"R",68,"R",5792,"R",3931,"R",100,"R",10287129,"R",2967,"R",3047,"R",78,"R",2548,"R",82,"R",2,"R",4179,"R",16,"R",0,"R",1000,"R",2993,"R",76,"R",7091,"R",3067,"R",78,"R",2648,"R",2283,"R",58,"R",3227,"R",764,"R",19,"R",516,"R",2831,"R",72,"R",6550,"R",1293,"R",33,"R",2073,"R",3931,"R",5792,"R",68
104911,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",133,"R",72,"R",186,"R",133,"R",100,"R",317925,"R",87,"R",87,"R",65,"R",2315,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",125,"R",94,"R",5308,"R",87,"R",65,"R",2315,"R",87,"R",65,"R",2315,"Z",0,"Z",0,"A",,"R",125,"R",94,"R",5308,"Z",0,"Z",0,"A",,"R",133,"R",186,"R",72
104984,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",230,"R",28,"R",833,"R",208,"R",90,"R",1490666,"R",602,"R",172,"R",75,"R",4543,"R",4,"R",2,"R",322,"R",30,"R",13,"R",787,"R",208,"R",90,"R",11976,"R",198,"R",86,"R",4072,"R",172,"R",75,"R",4465,"R",81,"R",35,"R",166,"R",208,"R",90,"R",11592,"R",31,"R",13,"R",2579,"R",230,"R",833,"R",28
105118,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",364,"R",49,"R",747,"R",329,"R",90,"R",2181257,"R",475,"R",245,"R",67,"R",4285,"R",10,"R",3,"R",2588,"R",183,"R",50,"R",511,"R",290,"R",80,"R",9661,"R",266,"R",73,"R",4396,"R",245,"R",67,"R",3954,"R",148,"R",41,"R",549,"R",287,"R",79,"R",8742,"R",50,"R",14,"R",5855,"R",364,"R",747,"R",49
105127,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",17,"R",194,"R",30,"R",91,"R",210773,"R",85,"R",29,"R",88,"R",2480,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",30,"R",91,"R",4980,"R",29,"R",88,"R",2480,"R",29,"R",88,"R",2480,"Z",0,"Z",0,"A",,"R",30,"R",91,"R",4980,"Z",0,"Z",0,"A",,"R",33,"R",194,"R",17
105145,"R",143,"R",2,"R",127,"R",89,"R",6,"R",4,"R",10,"R",7,"Z",0,"Z",0,"R",6874,"A",,"A",,"A",,"R",105,"R",73,"R",3180057,"R",1033,"R",57,"R",40,"R",3120,"R",14,"R",10,"R",402,"R",14,"R",10,"R",1697,"R",35,"R",24,"R",4141,"R",68,"R",48,"R",3048,"R",57,"R",40,"R",3072,"R",3,"R",2,"R",917,"R",35,"R",24,"R",3987,"R",1,"R",1,"R",5400,"R",143,"R",6874,"R",2
105154,"R",680,"R",3,"R",596,"R",88,"R",42,"R",6,"R",42,"R",6,"Z",0,"Z",0,"R",24470,"A",,"A",,"A",,"R",341,"R",50,"R",13628306,"R",3845,"R",174,"R",26,"R",3018,"R",3,"R",0,"R",1000,"R",71,"R",10,"R",1532,"R",118,"R",17,"R",4148,"R",235,"R",35,"R",2710,"R",174,"R",26,"R",2916,"R",26,"R",4,"R",681,"R",118,"R",17,"R",4127,"R",1,"R",0,"R",2500,"R",680,"R",24470,"R",3
105163,"R",94,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",510,"A",,"A",,"A",,"R",87,"R",93,"R",60372,"R",54,"R",48,"R",51,"R",1192,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",84,"R",89,"R",6716,"R",48,"R",51,"R",1192,"R",48,"R",51,"R",1192,"Z",0,"Z",0,"A",,"R",84,"R",89,"R",6716,"Z",0,"Z",0,"A",,"R",94,"R",510,"R",18
