"National Center for Education Statistics"

"Variance estimation method: BRR"

"Cumulative federal loan amount for undergrad (average) with zeros, Cumulative non-federal loan amount for undergrad (average) with zeros and Cumulative Parent PLUS Loans (average) with zeros by Race/ethnicity (with multiple). Filtered by Cumulative Parent PLUS Loans (X >= 129). "

"","Cumulative federal loan amount for undergrad","Cumulative non-federal loan amount for undergrad","Cumulative Parent PLUS Loans"
"","( Average )","( Average )","( Average )"
"ESTIMATES"
"Total","28994.9101","4154.9519","32875.5109"
"Race/ethnicity (with multiple)"
"White","27970.9615","4850.9695","32727.1477"
"Black or African American","35804.6349","1286.7690","29066.7910"
"Hispanic or Latino","28675.3316","2957.5021","30956.6012"
"Asian","25713.0469","3,138.0604 !","40761.1104"
"American Indian or Alaska Native","‡","‡","‡"
"Native Hawaiian/other Pacific Islander","‡","‡","‡"
"More than one race","31692.4767","5,080.3331 !","41531.8376"

"STANDARD ERRORS (BRR)"
"Total","338.22630","303.28278","717.92972"
"Race/ethnicity (with multiple)"
"White","416.43283","394.52358","930.60096"
"Black or African American","1132.90491","315.15105","2737.95729"
"Hispanic or Latino","816.13806","576.07971","2694.28070"
"Asian","1373.61930","1144.11233","4215.72472"
"American Indian or Alaska Native","‡","‡","‡"
"Native Hawaiian/other Pacific Islander","‡","‡","‡"
"More than one race","1533.22353","1794.99718","4665.49328"

"RELATIVE STANDARD ERRORS (%)"
"Total","1.16650","7.29931","2.18378"
"Race/ethnicity (with multiple)"
"White","1.48880","8.13288","2.84351"
"Black or African American","3.16413","24.49166","9.41954"
"Hispanic or Latino","2.84613","19.47859","8.70341"
"Asian","5.34211","36.45922","10.34252"
"American Indian or Alaska Native","‡","‡","‡"
"Native Hawaiian/other Pacific Islander","‡","‡","‡"
"More than one race","4.83782","35.33227","11.23353"

"WEIGHTED SAMPLE SIZES"
"Total","309617","309617","309617"
"Race/ethnicity (with multiple)"
"White","209855","209855","209855"
"Black or African American","37771","37771","37771"
"Hispanic or Latino","31471","31471","31471"
"Asian","16568","16568","16568"
"American Indian or Alaska Native","‡","‡","‡"
"Native Hawaiian/other Pacific Islander","‡","‡","‡"
"More than one race","12051","12051","12051"

"CONFIDENCE INTERVALS"
"","Cumulative federal loan amount for undergrad","","Cumulative non-federal loan amount for undergrad","","Cumulative Parent PLUS Loans"
"","( Average )","","( Average )","","( Average )"
"","Amount","95% Confidence Interval","Amount","95% Confidence Interval","Amount","95% Confidence Interval"
"Total","28994.9101","28,331.99 - 29,657.83","4154.9519","3,560.52 - 4,749.39","32875.5109","31,468.37 - 34,282.65"
"Race/ethnicity (with multiple)"
"White","27970.9615","27,154.75 - 28,787.17","4850.9695","4,077.70 - 5,624.24","32727.1477","30,903.17 - 34,551.13"
"Black or African American","35804.6349","33,584.14 - 38,025.13","1286.7690","669.07 - 1,904.47","29066.7910","23,700.39 - 34,433.19"
"Hispanic or Latino","28675.3316","27,075.70 - 30,274.96","2957.5021","1,828.39 - 4,086.62","30956.6012","25,675.81 - 36,237.39"
"Asian","25713.0469","23,020.75 - 28,405.34","3,138.0604 !","895.60 - 5,380.52","40761.1104","32,498.29 - 49,023.93"
"American Indian or Alaska Native","‡","‡","‡","‡","‡","‡"
"Native Hawaiian/other Pacific Islander","‡","‡","‡","‡","‡","‡"
"More than one race","31692.4767","28,687.36 - 34,697.59","5,080.3331 !","1,562.14 - 8,598.53","41531.8376","32,387.47 - 50,676.20"

"! Interpret data with caution. Estimate is unstable because the standard error represents more than 30 percent of the estimate."
"‡ Reporting standards not met"

"The names of the variables used in this table are: FEDCUM1, NFEDCUM1, PLUSCUM, RACE, and  PLUSCUM. The variable names are unique identifiers. To locate these variables, enter the variable name in the search box."

"The weight variable used to calculate the data is WTA000"

"Source: U.S. Department of Education, National Center for Education Statistics, Baccalaureate and Beyond: 2016/2017 (B&B)."

"Computation by NCES PowerStats on 5/25/2022 at 06:03:57 UTC."

"The table number to retrieve results is rlpvam"
