unitid,"xscfa1n",scfa1n,"xscfa1p",scfa1p,"xscfa11n",scfa11n,"xscfa11p",scfa11p,"xscfa12n",scfa12n,"xscfa12p",scfa12p,"xscfa13n",scfa13n,"xscfa13p",scfa13p,"xscfa14n",scfa14n,"xscfa14p",scfa14p,"xscfa2",scfa2,"xscfy1n",scfy1n,"xscfy1p",scfy1p,"xscfy2",scfy2,"xanyaidn",anyaidn,"xanyaidp",anyaidp,"xfgrnt_n",fgrnt_n,"xfgrnt_p",fgrnt_p,"xfgrnt_a",fgrnt_a,"xsgrnt_n",sgrnt_n,"xsgrnt_p",sgrnt_p,"xsgrnt_a",sgrnt_a,"xigrnt_n",igrnt_n,"xigrnt_p",igrnt_p,"xigrnt_a",igrnt_a,"xloan_n",loan_n,"xloan_p",loan_p,"xloan_a",loan_a
159531,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",49,"R",100,"R",49,"R",44,"R",90,"R",44,"R",90,"R",3200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159568,"R",266,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",266,"R",100,"R",979,"B",,"B",,"B",,"R",261,"R",98,"R",80,"R",30,"R",2378,"R",173,"R",65,"R",2242,"R",255,"R",96,"R",3111,"R",115,"R",43,"R",3145
159647,"R",1756,"R",20,"R",0,"R",0,"R",1545,"R",88,"R",211,"R",12,"R",0,"R",0,"R",8721,"B",,"B",,"B",,"R",896,"R",51,"R",580,"R",33,"R",1918,"R",691,"R",39,"R",2700,"R",463,"R",26,"R",2531,"R",860,"R",49,"R",1979
159656,"R",798,"R",23,"B",,"B",,"B",,"B",,"B",,"B",,"R",798,"R",100,"R",3478,"B",,"B",,"B",,"R",738,"R",92,"R",142,"R",18,"R",2800,"R",330,"R",41,"R",2410,"R",738,"R",92,"R",8304,"R",367,"R",46,"R",3017
159692,"R",42,"R",25,"R",0,"R",0,"R",42,"R",100,"R",0,"R",0,"R",0,"R",0,"R",166,"B",,"B",,"B",,"R",26,"R",62,"R",19,"R",45,"R",3300,"R",7,"R",17,"R",300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159717,"R",1238,"R",22,"A",,"B",,"R",1115,"R",90,"R",123,"R",10,"R",0,"R",0,"R",5544,"B",,"B",,"B",,"R",946,"R",76,"R",223,"R",18,"R",1306,"A",,"B",,"A",,"R",597,"R",48,"R",860,"R",98,"R",8,"R",1310
159780,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",163,"R",100,"R",163,"R",152,"R",93,"R",152,"R",93,"R",3500,"R",25,"R",15,"R",200,"R",50,"R",31,"R",100,"R",0,"R",0,"R",0
159799,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",102,"R",100,"R",102,"R",98,"R",96,"R",98,"R",96,"R",3800,"R",42,"R",41,"R",220,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159823,"R",75,"R",14,"R",75,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",529,"B",,"B",,"B",,"R",35,"R",47,"R",30,"R",40,"R",3000,"R",2,"R",3,"H",,"R",6,"R",8,"R",520,"R",0,"R",0,"R",0
159939,"R",1680,"R",14,"R",0,"R",0,"R",1585,"R",94,"R",95,"R",6,"R",0,"R",0,"R",11872,"B",,"B",,"B",,"R",1417,"R",84,"R",837,"R",50,"R",2291,"R",809,"R",48,"R",1850,"R",490,"R",29,"R",1057,"R",880,"R",52,"R",2397
159948,"R",32,"R",4,"B",,"B",,"B",,"B",,"B",,"B",,"R",32,"R",100,"R",882,"B",,"B",,"B",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159966,"R",1402,"R",21,"R",0,"R",0,"R",1359,"R",97,"R",43,"R",3,"R",0,"R",0,"R",6603,"B",,"B",,"B",,"R",882,"R",63,"R",461,"R",33,"R",2288,"R",541,"R",39,"R",1987,"R",94,"R",7,"R",2338,"R",567,"R",40,"R",2634
159984,"R",76,"R",32,"R",45,"R",59,"R",31,"R",41,"R",0,"R",0,"R",0,"R",0,"R",239,"B",,"B",,"B",,"R",70,"R",92,"R",70,"R",92,"R",1861,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159993,"R",1469,"R",20,"R",1390,"R",95,"R",0,"R",0,"R",79,"R",5,"R",0,"R",0,"R",7234,"B",,"B",,"B",,"R",1290,"R",88,"R",649,"R",44,"R",1338,"R",558,"R",38,"R",1168,"R",689,"R",47,"R",716,"R",668,"R",45,"R",1528
160001,"R",18,"R",12,"R",18,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",150,"B",,"B",,"B",,"R",9,"R",50,"R",9,"R",50,"R",2359,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160010,"R",219,"R",40,"R",0,"R",0,"R",213,"R",97,"R",6,"R",3,"R",0,"R",0,"R",547,"B",,"B",,"B",,"R",118,"R",54,"R",80,"R",37,"R",2140,"R",24,"R",11,"R",124,"R",15,"R",7,"R",467,"R",0,"R",0,"R",0
160038,"R",1618,"R",26,"R",187,"R",12,"R",1334,"R",82,"R",97,"R",6,"R",0,"R",0,"R",6273,"B",,"B",,"B",,"R",1465,"R",91,"R",713,"R",44,"R",1253,"R",606,"R",37,"R",1093,"R",741,"R",46,"R",1060,"R",861,"R",53,"R",1614
160047,"R",41,"R",15,"R",39,"R",95,"R",2,"R",5,"R",0,"R",0,"R",0,"R",0,"R",276,"B",,"B",,"B",,"R",21,"R",51,"R",19,"R",46,"R",2425,"R",0,"R",0,"R",0,"R",2,"R",5,"H",,"R",0,"R",0,"R",0
160065,"R",88,"R",8,"B",,"B",,"B",,"B",,"B",,"B",,"R",88,"R",100,"R",1078,"B",,"B",,"B",,"R",42,"R",48,"R",27,"R",31,"R",1957,"R",13,"R",15,"R",2078,"R",4,"R",5,"R",4869,"R",20,"R",23,"R",2679
160074,"R",23,"R",3,"B",,"B",,"B",,"B",,"B",,"B",,"R",23,"R",100,"R",914,"B",,"B",,"B",,"R",23,"R",100,"R",8,"R",35,"R",2508,"R",20,"R",87,"R",1943,"R",0,"R",0,"R",0,"R",18,"R",78,"R",2416
160117,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",57,"R",95,"R",60,"R",42,"R",74,"R",42,"R",74,"R",1565,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160126,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",23,"R",85,"R",27,"R",20,"R",87,"R",20,"R",87,"R",2090,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160135,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",43,"R",90,"R",48,"R",35,"R",81,"R",35,"R",81,"R",2233,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160144,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",35,"R",92,"R",38,"R",30,"R",86,"R",30,"R",86,"R",2892,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160199,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",51,"R",100,"R",51,"R",32,"R",63,"R",32,"R",63,"R",3000,"R",1,"R",2,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160214,"R",65,"R",9,"R",0,"R",0,"R",65,"R",100,"R",0,"R",0,"R",0,"R",0,"R",699,"B",,"B",,"B",,"R",55,"R",85,"R",41,"R",63,"R",230,"R",6,"R",9,"R",426,"R",8,"R",12,"R",240,"R",0,"R",0,"R",0
160250,"R",652,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",652,"R",100,"R",652,"B",,"B",,"B",,"R",639,"R",98,"R",489,"R",75,"R",3100,"R",196,"R",30,"R",400,"R",1,"R",0,"H",,"R",639,"R",98,"R",10000
160311,"R",157,"R",100,"R",0,"R",0,"R",157,"R",100,"R",0,"R",0,"R",0,"R",0,"R",157,"B",,"B",,"B",,"R",72,"R",46,"R",72,"R",46,"R",3125,"R",11,"R",7,"R",200,"R",5,"R",3,"R",220,"R",0,"R",0,"R",0
160320,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",116,"R",77,"R",151,"R",75,"R",65,"R",33,"R",28,"R",1650,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55,"R",47,"R",2625
160348,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",66,"R",100,"R",66,"R",52,"R",79,"R",52,"R",79,"R",2210,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160366,"R",27,"R",13,"R",27,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",211,"B",,"B",,"B",,"R",14,"R",52,"R",9,"R",33,"R",1271,"R",1,"R",4,"H",,"R",4,"R",15,"R",525,"R",0,"R",0,"R",0
160384,"R",294,"R",69,"R",281,"R",96,"R",12,"R",4,"R",1,"R",0,"R",0,"R",0,"R",428,"B",,"B",,"B",,"R",104,"R",35,"R",104,"R",35,"R",2000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160409,"R",13,"R",7,"B",,"B",,"B",,"B",,"B",,"B",,"R",13,"R",100,"R",183,"B",,"B",,"B",,"R",13,"R",100,"R",1,"R",8,"H",,"R",6,"R",46,"R",1980,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160427,"R",183,"R",26,"R",180,"R",98,"R",0,"R",0,"R",3,"R",2,"R",0,"R",0,"R",703,"B",,"B",,"B",,"R",142,"R",78,"R",120,"R",66,"R",966,"R",22,"R",12,"R",225,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160436,"R",804,"R",100,"R",0,"R",0,"R",804,"R",100,"R",0,"R",0,"R",0,"R",0,"R",804,"B",,"B",,"B",,"R",177,"R",22,"R",177,"R",22,"R",1978,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160445,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",27,"R",56,"R",48,"R",17,"R",63,"R",17,"R",63,"R",2119,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160454,"R",82,"R",18,"R",0,"R",0,"R",77,"R",94,"R",5,"R",6,"R",0,"R",0,"R",457,"B",,"B",,"B",,"R",16,"R",20,"R",16,"R",20,"R",941,"R",1,"R",1,"H",,"A",,"B",,"A",,"A",,"B",,"A",
160472,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",76,"R",100,"R",76,"R",76,"R",100,"R",64,"R",84,"R",1855,"R",13,"R",17,"R",400,"R",1,"R",1,"H",,"R",46,"R",61,"R",1812
160481,"R",1168,"R",70,"R",0,"R",0,"R",1168,"R",100,"R",0,"R",0,"R",0,"R",0,"R",1680,"B",,"B",,"B",,"R",24,"R",2,"R",24,"R",2,"R",1622,"R",3,"R",0,"R",229,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160524,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",512,"R",52,"R",993,"R",400,"R",78,"R",316,"R",62,"R",3170,"R",12,"R",2,"R",191,"R",120,"R",23,"R",925,"R",304,"R",59,"R",4552
160560,"R",405,"R",68,"R",0,"R",0,"R",405,"R",100,"R",0,"R",0,"R",0,"R",0,"R",598,"B",,"B",,"B",,"R",129,"R",32,"R",68,"R",17,"R",1631,"R",3,"R",1,"R",266,"R",6,"R",1,"R",292,"R",0,"R",0,"R",0
160579,"R",247,"R",24,"R",247,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1035,"B",,"B",,"B",,"R",64,"R",26,"R",53,"R",21,"R",2062,"R",17,"R",7,"R",540,"R",1,"R",0,"H",,"A",,"B",,"R",0
160612,"R",2322,"R",20,"R",0,"R",0,"R",2278,"R",98,"R",44,"R",2,"R",0,"R",0,"R",11389,"B",,"B",,"B",,"R",1750,"R",75,"R",814,"R",35,"R",2464,"R",757,"R",33,"R",1912,"R",220,"R",9,"R",1873,"R",1013,"R",44,"R",3157
160621,"R",1710,"R",18,"R",508,"R",30,"R",987,"R",58,"R",215,"R",13,"R",0,"R",0,"R",9345,"B",,"B",,"B",,"R",1496,"R",87,"R",1391,"R",81,"R",1132,"R",234,"R",14,"R",1005,"R",385,"R",23,"R",1226,"R",925,"R",54,"R",2360
160630,"R",294,"R",9,"R",0,"R",0,"R",277,"R",94,"R",16,"R",5,"R",1,"R",0,"R",3411,"B",,"B",,"B",,"R",258,"R",88,"R",242,"R",82,"R",2699,"R",3,"R",1,"R",1456,"R",5,"R",2,"R",744,"R",2,"R",1,"H",
160649,"R",259,"R",22,"R",0,"R",0,"R",256,"R",99,"R",3,"R",1,"R",0,"R",0,"R",1176,"B",,"B",,"B",,"R",129,"R",50,"R",103,"R",40,"R",3700,"R",15,"R",6,"R",1100,"R",5,"R",2,"R",1600,"R",6,"R",2,"R",2600
160658,"R",2413,"R",16,"R",0,"R",0,"R",2306,"R",96,"R",107,"R",4,"R",0,"R",0,"R",14900,"B",,"B",,"B",,"R",1700,"R",70,"R",1422,"R",59,"R",2453,"R",95,"R",4,"R",239,"R",0,"R",0,"R",0,"R",1528,"R",63,"R",2000
160667,"R",122,"R",20,"R",100,"R",82,"R",15,"R",12,"R",7,"R",6,"R",0,"R",0,"R",625,"B",,"B",,"B",,"R",80,"R",66,"R",62,"R",51,"R",2225,"R",10,"R",8,"R",223,"R",8,"R",7,"R",520,"R",0,"R",0,"R",0
160676,"R",324,"R",65,"R",0,"R",0,"R",324,"R",100,"R",0,"R",0,"R",0,"R",0,"R",501,"B",,"B",,"B",,"R",139,"R",43,"R",125,"R",39,"R",2952,"R",10,"R",3,"R",728,"R",3,"R",1,"R",620,"R",0,"R",0,"R",0
160685,"R",98,"R",27,"R",0,"R",0,"R",98,"R",100,"R",0,"R",0,"R",0,"R",0,"R",357,"B",,"B",,"B",,"R",61,"R",62,"R",33,"R",34,"R",664,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160694,"R",135,"R",28,"R",135,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",488,"B",,"B",,"B",,"R",69,"R",51,"R",51,"R",38,"R",2152,"R",8,"R",6,"R",200,"R",10,"R",7,"R",394,"R",0,"R",0,"R",0
160719,"R",961,"R",85,"R",0,"R",0,"R",961,"R",100,"R",0,"R",0,"R",0,"R",0,"R",1135,"B",,"B",,"B",,"R",49,"R",5,"R",49,"R",5,"R",1677,"R",8,"R",1,"R",248,"A",,"B",,"A",,"A",,"B",,"A",
160755,"R",1620,"R",23,"B",,"B",,"B",,"B",,"B",,"B",,"R",1620,"R",100,"R",7151,"B",,"B",,"B",,"R",1311,"R",81,"R",204,"R",13,"R",3107,"R",212,"R",13,"R",2550,"R",1169,"R",72,"R",15023,"R",746,"R",46,"R",3755
160816,"R",240,"R",59,"R",0,"R",0,"R",240,"R",100,"R",0,"R",0,"R",0,"R",0,"R",409,"B",,"B",,"B",,"R",71,"R",30,"R",71,"R",30,"R",3100,"R",8,"R",3,"R",1706,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160843,"R",70,"R",35,"R",0,"R",0,"R",70,"R",100,"R",0,"R",0,"R",0,"R",0,"R",198,"B",,"B",,"B",,"R",20,"R",29,"R",16,"R",23,"R",2672,"R",1,"R",1,"H",,"R",3,"R",4,"R",420,"R",0,"R",0,"R",0
160870,"R",30,"R",11,"R",15,"R",50,"R",14,"R",47,"R",1,"R",3,"R",0,"R",0,"R",264,"B",,"B",,"B",,"R",3,"R",10,"R",3,"R",10,"R",1890,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160904,"R",898,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",898,"R",100,"R",3278,"B",,"B",,"B",,"R",716,"R",80,"R",368,"R",41,"R",2950,"R",9,"R",1,"R",1931,"R",290,"R",32,"R",5068,"R",571,"R",64,"R",4138
160913,"R",56,"R",9,"R",0,"R",0,"R",47,"R",84,"R",9,"R",16,"R",0,"R",0,"R",615,"B",,"B",,"B",,"R",3,"R",5,"R",3,"R",5,"R",597,"R",3,"R",5,"R",1000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160940,"R",87,"R",16,"B",,"B",,"B",,"B",,"B",,"B",,"R",87,"R",100,"R",554,"B",,"B",,"B",,"R",74,"R",85,"R",50,"R",57,"R",1927,"R",12,"R",14,"R",1250,"R",5,"R",6,"R",1410,"R",62,"R",71,"R",5387
160959,"R",73,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",73,"R",100,"R",275,"B",,"B",,"B",,"R",50,"R",68,"R",16,"R",22,"R",3113,"R",7,"R",10,"R",1250,"R",37,"R",51,"R",8972,"R",43,"R",59,"R",3901
160968,"R",3,"R",10,"B",,"B",,"B",,"B",,"B",,"B",,"R",3,"R",100,"R",31,"B",,"B",,"B",,"R",1,"R",33,"R",1,"R",33,"H",,"R",1,"R",33,"H",,"R",1,"R",33,"H",,"R",1,"R",33,"H",
160977,"R",479,"R",28,"B",,"B",,"B",,"B",,"B",,"B",,"R",479,"R",100,"R",1706,"B",,"B",,"B",,"R",250,"R",52,"R",46,"R",10,"R",2185,"R",111,"R",23,"R",2752,"R",217,"R",45,"R",18718,"R",197,"R",41,"R",3356
160995,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",94,"R",16,"R",591,"R",86,"R",91,"R",67,"R",71,"R",1610,"R",26,"R",28,"R",986,"R",7,"R",7,"R",306,"R",70,"R",74,"R",2576
161004,"R",464,"R",29,"B",,"B",,"B",,"B",,"B",,"B",,"R",464,"R",100,"R",1599,"B",,"B",,"B",,"R",167,"R",36,"R",40,"R",9,"R",4174,"R",99,"R",21,"R",2806,"R",166,"R",36,"R",14614,"R",150,"R",32,"R",3344
152114,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",18,"R",82,"R",22,"R",16,"R",89,"R",14,"R",78,"R",2200,"R",0,"R",0,"R",0,"R",3,"R",17,"R",555,"R",11,"R",61,"R",5240
161059,"R",8,"R",57,"B",,"B",,"B",,"B",,"B",,"B",,"R",8,"R",100,"R",14,"B",,"B",,"B",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
161077,"R",262,"R",21,"R",0,"R",0,"R",246,"R",94,"R",13,"R",5,"R",3,"R",1,"R",1248,"B",,"B",,"B",,"R",203,"R",77,"R",106,"R",40,"R",2009,"R",89,"R",34,"R",899,"R",54,"R",21,"R",463,"R",142,"R",54,"R",2884
161086,"R",489,"R",28,"B",,"B",,"B",,"B",,"B",,"B",,"R",489,"R",100,"R",1764,"B",,"B",,"B",,"R",189,"R",39,"R",35,"R",7,"R",5720,"R",33,"R",7,"R",820,"R",167,"R",34,"R",15520,"R",171,"R",35,"R",3420
161138,"R",169,"R",13,"R",0,"R",0,"R",168,"R",99,"R",1,"R",1,"R",0,"R",0,"R",1277,"B",,"B",,"B",,"R",145,"R",86,"R",73,"R",43,"R",2132,"R",91,"R",54,"R",1307,"R",44,"R",26,"R",875,"R",92,"R",54,"R",2557
161165,"R",203,"R",12,"B",,"B",,"B",,"B",,"B",,"B",,"R",203,"R",100,"R",1679,"B",,"B",,"B",,"R",186,"R",92,"R",129,"R",64,"R",3501,"R",114,"R",56,"R",769,"R",143,"R",70,"R",2700,"R",184,"R",91,"R",3088
161192,"R",122,"R",15,"R",0,"R",0,"R",122,"R",100,"R",0,"R",0,"R",0,"R",0,"R",837,"B",,"B",,"B",,"R",86,"R",70,"R",68,"R",56,"R",2205,"R",58,"R",48,"R",1722,"R",9,"R",7,"R",434,"R",47,"R",39,"R",2789
161208,"R",9,"R",16,"B",,"B",,"B",,"B",,"B",,"B",,"R",9,"R",100,"R",56,"B",,"B",,"B",,"R",5,"R",56,"R",2,"R",22,"H",,"R",2,"R",22,"H",,"R",0,"R",0,"R",0,"R",5,"R",56,"R",6916
161217,"R",366,"R",7,"R",363,"R",99,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",5612,"B",,"B",,"B",,"R",291,"R",80,"R",220,"R",60,"R",2299,"R",151,"R",41,"R",923,"R",28,"R",8,"R",2478,"R",228,"R",62,"R",2842
161226,"R",470,"R",19,"A",,"B",,"R",356,"R",76,"R",114,"R",24,"R",0,"R",0,"R",2411,"B",,"B",,"B",,"R",380,"R",81,"R",168,"R",36,"R",2818,"R",300,"R",64,"R",1826,"R",184,"R",39,"R",2143,"R",346,"R",74,"R",3066
161235,"R",109,"R",18,"R",0,"R",0,"R",87,"R",80,"R",22,"R",20,"R",0,"R",0,"R",607,"B",,"B",,"B",,"R",72,"R",66,"R",58,"R",53,"R",2707,"R",45,"R",41,"R",933,"R",72,"R",66,"R",937,"R",69,"R",63,"R",3013
161244,"R",125,"R",14,"R",0,"R",0,"R",92,"R",74,"R",33,"R",26,"R",0,"R",0,"R",895,"B",,"B",,"B",,"R",110,"R",88,"R",68,"R",54,"R",2796,"R",47,"R",38,"R",971,"R",50,"R",40,"R",1556,"R",83,"R",66,"R",2637
161253,"R",1544,"R",24,"R",0,"R",0,"R",1264,"R",82,"R",280,"R",18,"R",0,"R",0,"R",6326,"B",,"B",,"B",,"R",1416,"R",92,"R",807,"R",52,"R",2154,"R",547,"R",35,"R",1109,"R",1227,"R",79,"R",3440,"R",1045,"R",68,"R",2901
161299,"R",152,"R",22,"R",0,"R",0,"R",97,"R",64,"R",55,"R",36,"R",0,"R",0,"R",680,"B",,"B",,"B",,"R",115,"R",76,"R",50,"R",33,"R",2957,"R",70,"R",46,"R",1584,"R",103,"R",68,"R",1642,"R",104,"R",68,"R",4864
161305,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",27,"R",100,"R",27,"R",0,"R",0,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",
161341,"R",203,"R",21,"R",0,"R",0,"R",175,"R",86,"R",28,"R",14,"R",0,"R",0,"R",983,"B",,"B",,"B",,"R",203,"R",100,"R",165,"R",81,"R",2405,"R",88,"R",43,"R",901,"R",123,"R",61,"R",1292,"R",123,"R",61,"R",2473
161378,"R",9,"R",56,"B",,"B",,"B",,"B",,"B",,"B",,"R",9,"R",100,"R",16,"B",,"B",,"B",,"R",1,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",11,"H",
161396,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",35,"R",19,"R",187,"R",30,"R",86,"R",26,"R",74,"R",3200,"R",14,"R",40,"R",500,"R",0,"R",0,"R",0,"R",25,"R",71,"R",2500
161402,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",17,"R",9,"R",198,"R",14,"R",82,"R",12,"R",71,"R",3600,"R",10,"R",59,"R",500,"R",0,"R",0,"R",0,"R",11,"R",65,"R",2500
161448,"R",6,"R",18,"B",,"B",,"B",,"B",,"B",,"B",,"R",6,"R",100,"R",33,"B",,"B",,"B",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
161457,"R",291,"R",17,"B",,"B",,"B",,"B",,"B",,"B",,"R",291,"R",100,"R",1695,"B",,"B",,"B",,"R",271,"R",93,"R",70,"R",24,"R",3476,"R",151,"R",52,"R",2410,"R",257,"R",88,"R",4490,"R",244,"R",84,"R",7486
161484,"R",180,"R",23,"R",0,"R",0,"R",174,"R",97,"R",6,"R",3,"R",0,"R",0,"R",770,"B",,"B",,"B",,"R",175,"R",97,"R",125,"R",69,"R",2374,"R",73,"R",41,"R",897,"R",45,"R",25,"R",924,"R",131,"R",73,"R",3545
161493,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",403,"R",100,"R",403,"R",293,"R",73,"R",185,"R",46,"R",1857,"R",0,"R",0,"R",0,"R",69,"R",17,"R",652,"R",202,"R",50,"R",3521
161509,"R",75,"R",19,"B",,"B",,"B",,"B",,"B",,"B",,"R",75,"R",100,"R",387,"B",,"B",,"B",,"R",73,"R",97,"R",20,"R",27,"R",2950,"R",14,"R",19,"R",955,"R",73,"R",97,"R",5039,"R",51,"R",68,"R",5270
161518,"R",275,"R",10,"B",,"B",,"B",,"B",,"B",,"B",,"R",275,"R",100,"R",2820,"B",,"B",,"B",,"R",267,"R",97,"R",108,"R",39,"R",2539,"R",143,"R",52,"R",2428,"R",267,"R",97,"R",6043,"R",246,"R",89,"R",3373
161527,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",51,"R",100,"R",51,"R",43,"R",84,"R",26,"R",51,"R",1915,"R",1,"R",2,"H",,"R",0,"R",0,"R",0,"R",28,"R",55,"R",2400
161545,"R",373,"R",16,"R",0,"R",0,"R",342,"R",92,"R",31,"R",8,"R",0,"R",0,"R",2362,"B",,"B",,"B",,"R",322,"R",86,"R",179,"R",48,"R",2279,"R",198,"R",53,"R",1328,"R",128,"R",34,"R",512,"R",298,"R",80,"R",2422
161554,"R",824,"R",20,"R",0,"R",0,"R",661,"R",80,"R",163,"R",20,"R",0,"R",0,"R",4062,"B",,"B",,"B",,"R",683,"R",83,"R",412,"R",50,"R",2320,"R",250,"R",30,"R",953,"R",158,"R",19,"R",2375,"R",542,"R",66,"R",2851
161563,"R",154,"R",16,"B",,"B",,"B",,"B",,"B",,"B",,"R",154,"R",100,"R",944,"B",,"B",,"B",,"R",146,"R",95,"R",115,"R",75,"R",2866,"R",99,"R",64,"R",1734,"R",138,"R",90,"R",4881,"R",132,"R",86,"R",4108
161572,"R",146,"R",30,"B",,"B",,"B",,"B",,"B",,"B",,"R",146,"R",100,"R",492,"B",,"B",,"B",,"R",112,"R",77,"R",36,"R",25,"R",2757,"R",34,"R",23,"R",980,"R",99,"R",68,"R",4351,"R",103,"R",71,"R",4403
161581,"R",102,"R",43,"R",0,"R",0,"R",96,"R",94,"R",6,"R",6,"R",0,"R",0,"R",239,"B",,"B",,"B",,"R",38,"R",37,"R",22,"R",22,"R",1962,"R",11,"R",11,"R",616,"R",26,"R",25,"R",1379,"R",37,"R",36,"R",3743
161615,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",27,"R",73,"R",37,"R",20,"R",74,"R",19,"R",70,"R",2700,"R",6,"R",22,"R",200,"R",0,"R",0,"R",0,"R",19,"R",70,"R",6625
161624,"R",148,"R",94,"B",,"B",,"B",,"B",,"B",,"B",,"R",148,"R",100,"R",158,"B",,"B",,"B",,"R",145,"R",98,"R",114,"R",77,"R",2065,"R",10,"R",7,"R",200,"R",0,"R",0,"R",0,"R",145,"R",98,"R",6634
