V6901,V6902,V7071,V7095,V7193,V7261,V7451,ER72001,ER72002,ER72022,ER72024,ER72164,ER72441,ER77631
3,3238,0,1,0,4,36,,,,,,,
3,5414,1,1,6,1,25,1,929,0,1,4,0,72.724
,,,,,,,1,800,11,1,4,0,65.073
,,,,,,,1,344,0,3,1,0,68.965
,,,,,,,1,595,1,1,1,6,18.838
,,,,,,,1,278,0,2,1,0,75.115
,,,,,,,1,273,0,2,1,0,34.193
,,,,,,,1,869,0,2,3,0,30.987
3,5061,1,1,1,1,11,,,,,,,
,,,,,,,1,580,0,4,3,0,58.657
,,,,,,,1,419,2,1,1,6,15.438
3,1578,11,1,1,1,32,,,,,,,
,,,,,,,1,7052,0,4,1,0,81.398
,,,,,,,1,5828,0,2,1,0,31.874
,,,,,,,1,9467,1,2,2,99,21.796
,,,,,,,1,5528,0,1,1,1,32.79
,,,,,,,1,8632,0,1,1,1,14.531
3,36,0,4,0,3,34,,,,,,,
3,4332,0,4,6,1,30,,,,,,,
3,4549,2,1,1,1,14,,,,,,,
,,,,,,,1,4306,0,1,1,1,22.994
,,,,,,,1,3903,10,2,1,0,28.864
3,4470,6,1,1,1,18,1,3945,0,1,4,4,38.849
,,,,,,,1,3947,7,1,1,1,17.619
,,,,,,,1,4478,0,1,1,1,10.741
3,1755,0,4,6,1,30,,,,,,,
3,2519,0,1,0,3,32,,,,,,,
3,2114,6,1,6,1,18,,,,,,,
3,5936,0,1,1,1,15,,,,,,,
,,,,,,,1,3402,6,1,1,6,15.62
3,2380,0,1,6,1,34,,,,,,,
3,2381,0,1,6,1,32,,,,,,,
,,,,,,,1,7326,0,1,4,4,24.16
3,2382,0,1,1,1,14,,,,,,,
,,,,,,,1,7382,12,4,1,0,18.042
,,,,,,,1,550,0,1,1,1,10.959
,,,,,,,1,619,5,4,1,0,17.396
3,3766,0,1,1,1,31,,,,,,,
3,4863,0,1,1,1,18,,,,,,,
,,,,,,,1,1731,0,1,1,1,34.062
,,,,,,,1,1702,0,1,1,1,38.749
,,,,,,,1,1973,0,2,1,0,39.821
,,,,,,,1,2074,0,2,1,1,22.195
,,,,,,,1,2609,0,2,1,0,31.44
3,1615,1,1,6,1,18,,,,,,,
3,684,0,1,1,1,14,,,,,,,
,,,,,,,1,2089,0,1,1,1,15.701
3,3091,0,4,0,3,31,,,,,,,
,,,,,,,1,1367,0,1,4,4,27.377
3,4609,0,1,0,4,34,,,,,,,
3,5192,2,1,1,1,17,1,1613,0,3,4,0,38.593
,,,,,,,1,1865,0,2,1,0,64.836
,,,,,,,1,1636,10,1,1,6,22.236
,,,,,,,1,2116,9,3,1,0,26.509
,,,,,,,1,2069,0,2,1,0,37.103
,,,,,,,1,1739,0,1,1,7,16.441
,,,,,,,1,1454,0,4,1,0,44.546
3,5076,6,1,1,1,17,1,1984,0,1,4,4,36.247
,,,,,,,1,2038,0,1,1,1,36.534
,,,,,,,1,1409,15,1,1,1,12.088
,,,,,,,1,1802,2,1,1,6,12.13
,,,,,,,1,1528,13,1,1,1,12.109
,,,,,,,1,1389,6,1,1,1,19.051
,,,,,,,1,2578,0,2,3,0,21.047
,,,,,,,1,1635,7,4,1,0,18.365
,,,,,,,1,2355,0,1,1,1,19.448
3,1552,0,1,0,4,33,1,238,0,4,4,0,72.549
,,,,,,,1,583,0,2,1,0,76.926
3,6462,17,1,1,1,30,1,3151,0,1,4,6,65.251
3,3877,0,1,1,1,13,,,,,,,
,,,,,,,1,3378,0,4,3,0,29.919
3,4518,0,1,1,1,13,,,,,,,
,,,,,,,1,3205,4,1,1,1,6.279
3,1106,0,4,4,1,34,,,,,,,
3,251,0,1,0,2,37,,,,,,,
3,2186,0,6,0,3,35,,,,,,,
3,4274,15,1,6,1,35,,,,,,,
3,4342,1,1,6,1,16,,,,,,,
3,4341,0,1,0,2,31,,,,,,,
,,,,,,,1,1357,14,1,1,0,27.894
,,,,,,,1,346,5,1,1,1,23.137
3,4070,0,1,1,1,17,,,,,,,
3,4275,4,1,6,1,16,,,,,,,
3,5509,11,1,6,1,33,,,,,,,
3,2960,3,1,6,1,18,1,5421,0,1,4,4,41.453
3,1685,0,1,1,1,17,1,5673,0,1,4,4,37.041
3,5384,1,1,6,1,16,1,6489,0,1,1,4,34.278
,,,,,,,1,5824,0,1,4,4,39.33
,,,,,,,1,5718,14,1,1,1,45.367
,,,,,,,1,4763,1,1,1,1,23.001
,,,,,,,1,5396,1,1,1,1,19.495
,,,,,,,1,4725,1,1,1,1,20.353
,,,,,,,1,8156,0,1,1,1,19.956
,,,,,,,1,6473,0,2,1,0,40.12
,,,,,,,1,6468,0,2,1,0,41.204
,,,,,,,1,7089,0,2,1,0,44.878
3,5385,1,1,6,1,18,1,5305,0,1,4,4,39.256
,,,,,,,1,5526,6,1,1,1,22.487
,,,,,,,1,7226,4,1,1,6,18.369
,,,,,,,1,5322,1,1,1,1,20.026
,,,,,,,1,4814,0,2,1,1,20.908
3,4273,0,4,6,1,17,1,8355,0,4,4,0,74.756
3,4109,0,1,6,1,16,1,4791,0,3,1,0,79.798
3,5046,0,1,6,1,16,,,,,,,
,,,,,,,1,8896,1,1,1,6,21.002
3,613,0,1,6,1,17,,,,,,,
,,,,,,,1,7090,6,1,1,1,17.946
,,,,,,,1,5623,1,1,1,1,18.83
3,2556,0,3,1,1,35,,,,,,,
3,2555,1,1,6,1,17,,,,,,,
3,6036,1,1,1,1,17,,,,,,,
3,4358,15,1,6,1,31,,,,,,,
3,2787,0,1,0,4,27,1,3909,0,1,1,1,29.308
3,5285,0,1,6,1,15,,,,,,,
,,,,,,,1,4481,15,1,4,1,38.826
,,,,,,,1,4273,6,5,1,0,38.364
,,,,,,,1,4184,1,4,6,0,21.607
3,3749,3,1,1,1,15,,,,,,,
,,,,,,,1,4244,0,4,4,0,48.31
,,,,,,,1,4225,0,1,4,6,15.296
,,,,,,,1,3876,0,2,1,0,70.452
,,,,,,,1,4187,16,5,5,0,34.458
,,,,,,,1,4498,0,2,1,0,51.999
,,,,,,,1,4035,8,2,7,0,16.226
,,,,,,,1,4248,1,2,1,0,34.671
,,,,,,,1,3890,0,2,1,0,45.959
,,,,,,,1,4250,0,2,3,0,26.025
3,624,1,1,1,1,17,,,,,,,
,,,,,,,1,3880,0,1,1,6,48.568
3,2334,0,6,0,3,16,,,,,,,
3,1610,9,3,0,2,19,1,5696,0,2,5,0,83.622
3,4347,0,3,0,2,16,,,,,,,
,,,,,,,1,7420,0,5,1,0,44.859
,,,,,,,1,6491,4,5,6,0,34.704
,,,,,,,1,5216,6,2,7,0,25.726
,,,,,,,1,5336,4,2,3,0,30.766
,,,,,,,1,5642,0,1,4,1,24.892
,,,,,,,1,6777,11,1,3,1,28.576
,,,,,,,1,5319,9,1,1,1,14.556
,,,,,,,1,5815,0,1,5,5,39.879
,,,,,,,1,9351,0,1,1,3,11.733
,,,,,,,1,5275,10,1,1,1,26.32
3,5354,13,1,1,1,15,,,,,,,
3,591,17,1,0,4,30,1,7037,0,4,4,0,71.826
3,6007,0,7,0,2,28,1,7100,0,4,1,0,66.239
,,,,,,,1,4666,0,1,1,4,35.896
3,1105,0,1,6,1,28,,,,,,,
3,1171,0,4,1,1,28,,,,,,,
3,1506,11,1,1,1,34,,,,,,,
3,421,11,1,0,4,47,1,863,0,4,4,0,102.853
3,1046,0,1,6,1,34,,,,,,,
3,153,8,1,1,1,36,,,,,,,
,,,,,,,1,4182,0,2,1,0,88.739
3,397,0,4,6,1,34,,,,,,,
3,1444,0,1,0,2,38,1,517,0,2,1,0,83.76
3,302,0,1,6,1,23,,,,,,,
3,3252,3,1,6,1,13,1,6496,0,1,4,4,27.387
3,304,2,1,6,1,11,,,,,,,
3,303,0,3,1,1,10,,,,,,,
,,,,,,,1,4862,0,1,1,4,24.407
,,,,,,,1,5556,0,2,1,1,9.231
,,,,,,,1,5443,0,1,1,6,14.948
,,,,,,,1,9433,1,1,1,1,8.64
3,3628,0,1,6,1,30,,,,,,,
3,4550,2,1,6,1,14,1,2299,0,1,1,4,28.89
,,,,,,,1,1817,0,1,1,1,15.686
3,162,10,3,6,1,14,,,,,,,
,,,,,,,1,1421,0,3,4,0,34.403
,,,,,,,1,1414,0,4,1,0,26.578
,,,,,,,1,2268,0,1,1,1,9.298
3,307,0,4,0,2,35,,,,,,,
3,4579,0,1,6,1,40,,,,,,,
3,5056,4,1,6,1,20,,,,,,,
3,4355,2,1,6,1,22,,,,,,,
3,4353,0,1,1,1,18,,,,,,,
,,,,,,,1,7478,0,1,4,1,44.853
,,,,,,,1,6686,0,2,5,0,94.92
,,,,,,,1,5268,15,4,1,0,30.178
,,,,,,,1,6862,0,2,1,0,44.61
,,,,,,,1,6827,0,2,1,0,41.61
3,3084,5,1,1,1,22,1,4618,0,1,4,4,48.127
,,,,,,,1,5241,0,1,1,1,21.537
,,,,,,,1,8498,10,1,1,1,23.968
,,,,,,,1,9211,0,2,1,1,20.453
3,3425,9,1,1,1,32,,,,,,,
,,,,,,,1,4040,0,1,1,1,37.72
,,,,,,,1,4036,0,2,1,0,36.452
,,,,,,,1,4123,0,2,1,0,36.774
,,,,,,,1,4443,0,1,4,1,33.676
3,546,17,1,0,3,6,,,,,,,
3,2906,0,1,0,2,5,,,,,,,
3,5579,16,1,6,1,30,,,,,,,
,,,,,,,1,2596,0,4,1,0,36.263
3,5166,8,1,1,1,15,1,2197,0,1,4,1,33.161
3,4649,17,1,1,1,30,1,6226,0,1,4,4,69.754
3,5999,0,1,0,2,27,,,,,,,
,,,,,,,1,8713,4,4,1,1,6.78
,,,,,,,1,7790,2,1,1,1,18.909
,,,,,,,1,7593,1,1,1,1,13.644
3,5194,1,3,1,1,14,1,7165,0,1,1,2,31.242
,,,,,,,1,7425,0,1,1,1,32.47
,,,,,,,1,5380,0,1,4,1,31.643
,,,,,,,1,5368,2,1,1,1,12.887
3,5193,10,1,1,1,30,,,,,,,
,,,,,,,1,3861,13,1,1,1,39.066
3,4682,0,4,4,1,30,,,,,,,
3,2274,0,1,1,1,30,,,,,,,
3,1253,0,1,0,2,29,,,,,,,
3,2040,0,6,0,3,46,,,,,,,
3,1923,0,4,4,1,46,,,,,,,
3,3329,0,1,6,1,43,,,,,,,
3,3321,3,1,6,1,19,,,,,,,
3,497,0,1,1,1,19,1,7583,0,1,1,1,41.619
3,770,10,1,1,1,24,1,6151,0,1,4,4,50.09
,,,,,,,1,6625,0,1,1,1,42.801
,,,,,,,1,8210,11,1,1,1,28.086
,,,,,,,1,7404,14,1,1,1,22.214
,,,,,,,1,9105,1,1,1,1,21.027
3,707,0,6,0,4,37,,,,,,,
3,485,1,3,0,5,38,,,,,,,
,,,,,,,1,8719,0,2,1,0,14.142
,,,,,,,1,9443,17,4,1,0,9.715
3,114,0,5,0,3,46,,,,,,,
3,500,4,1,6,1,24,,,,,,,
3,403,0,1,1,1,42,,,,,,,
,,,,,,,1,2230,0,3,4,0,100.479
,,,,,,,1,2371,0,2,4,0,58.615
,,,,,,,1,2396,0,2,1,0,43.099
3,417,1,1,6,1,19,,,,,,,
3,6423,0,4,6,1,45,,,,,,,
3,5616,0,1,1,1,42,,,,,,,
3,5615,0,1,0,2,38,,,,,,,
,,,,,,,1,4766,8,1,1,1,20.207
3,5617,0,1,1,1,21,1,6365,0,1,1,4,35.731
3,5864,13,1,1,1,21,,,,,,,
,,,,,,,1,1515,0,1,1,1,23.691
,,,,,,,1,2422,10,1,1,1,24.128
3,5795,0,6,0,3,45,,,,,,,
3,5723,1,4,6,4,21,,,,,,,
3,5968,17,1,0,4,42,1,770,0,4,4,0,97.213
,,,,,,,1,567,0,4,1,0,87.636
,,,,,,,1,68,17,1,1,1,48.27
,,,,,,,1,766,1,1,1,1,24.341
3,4922,1,1,0,5,2,,,,,,,
3,4921,0,1,0,2,2,,,,,,,
3,4778,16,1,0,5,2,,,,,,,
3,4112,8,1,6,2,1,,,,,,,
3,4964,0,1,0,4,23,,,,,,,
3,5025,0,1,6,1,28,,,,,,,
3,5029,0,1,1,1,28,,,,,,,
3,6135,0,1,0,2,27,,,,,,,
3,5067,0,1,1,1,29,,,,,,,
,,,,,,,1,4084,0,3,4,0,63.619
,,,,,,,1,3914,0,1,1,4,36.572
,,,,,,,1,4062,0,1,1,4,43.808
,,,,,,,1,3896,7,4,1,0,37.147
,,,,,,,1,4121,0,2,1,0,37.271
,,,,,,,1,4365,0,1,3,3,19.154
,,,,,,,1,4168,0,4,1,0,20.167
,,,,,,,1,4143,0,1,1,1,12.448
3,555,0,1,1,1,16,1,3753,0,4,4,0,71.191
,,,,,,,1,3612,0,1,1,1,36.179
,,,,,,,1,3780,2,1,1,1,19.983
,,,,,,,1,3859,1,1,1,1,20.599
,,,,,,,1,3468,6,1,1,6,18.216
3,6387,5,1,1,1,16,,,,,,,
,,,,,,,1,3584,0,1,1,1,34.918
,,,,,,,1,3657,0,2,3,0,37.865
,,,,,,,1,3569,6,4,1,0,14.242
,,,,,,,1,3674,7,1,1,1,12.207
,,,,,,,1,3604,0,2,2,0,21.743
,,,,,,,1,3669,17,1,1,1,37.661
,,,,,,,1,3535,0,1,4,6,34.574
,,,,,,,1,3592,14,1,1,1,17.064
,,,,,,,1,3539,0,1,4,6,22.412
,,,,,,,1,3798,2,1,1,1,18.426
3,95,0,4,6,1,32,,,,,,,
3,1815,1,1,6,1,20,1,3961,0,4,4,0,82.266
,,,,,,,1,4477,0,2,1,0,15.737
,,,,,,,1,4083,1,1,1,6,21.262
3,2673,0,4,0,3,36,,,,,,,
3,226,15,4,6,1,17,,,,,,,
3,3746,0,1,0,2,40,1,6466,0,1,1,1,66.788
3,3909,1,1,6,1,20,1,6393,0,1,1,1,43.52
3,4359,0,1,0,2,42,1,8102,7,1,4,1,35.174
3,1206,0,1,1,1,33,,,,,,,
3,1920,1,1,6,1,24,,,,,,,
,,,,,,,1,6256,0,3,4,0,77.324
3,2547,1,1,6,1,19,,,,,,,
3,422,0,4,0,3,36,,,,,,,
3,2991,0,4,0,3,30,,,,,,,
3,5268,8,1,1,1,31,,,,,,,
,,,,,,,1,8106,0,3,1,0,67.395
3,6243,0,1,0,2,28,,,,,,,
3,4711,2,1,1,1,15,,,,,,,
3,3239,0,4,1,1,31,,,,,,,
3,4317,0,1,0,4,34,,,,,,,
3,1735,0,1,1,1,29,,,,,,,
3,1330,0,1,1,1,16,1,709,16,1,1,1,34.505
,,,,,,,1,821,6,1,1,1,15.536
,,,,,,,1,498,2,1,1,6,20.598
,,,,,,,1,697,0,2,1,0,38.907
3,1734,0,1,1,1,29,,,,,,,
3,5220,0,1,0,4,28,,,,,,,
3,512,0,4,0,3,34,,,,,,,
3,914,1,1,6,1,36,,,,,,,
,,,,,,,1,9319,0,3,4,0,76.467
,,,,,,,1,6831,0,1,1,1,39.647
,,,,,,,1,5029,0,2,1,0,65.709
3,5126,17,1,6,1,32,,,,,,,
3,2982,1,1,6,1,14,1,4654,0,1,1,6,35.254
3,2669,0,1,0,4,29,1,7018,0,5,5,0,41.814
,,,,,,,1,8920,0,4,1,0,50.258
,,,,,,,1,8203,6,1,1,6,12.928
,,,,,,,1,5046,3,1,1,6,17.034
,,,,,,,1,4565,0,1,1,0,32.594
,,,,,,,1,6710,0,2,1,0,36.364
,,,,,,,1,5972,6,1,1,6,16.208
,,,,,,,1,5063,1,1,1,6,16.675
,,,,,,,1,4885,0,1,1,1,18.762
,,,,,,,1,7152,0,2,1,1,17.839
3,385,0,6,0,3,31,,,,,,,
3,4780,0,1,1,1,18,1,195,0,4,4,0,77.396
3,3933,12,1,1,1,18,,,,,,,
,,,,,,,1,627,0,1,4,6,34.748
,,,,,,,1,1328,10,1,1,7,33.603
3,4324,0,1,6,1,34,,,,,,,
3,824,0,1,1,1,34,,,,,,,
3,2449,0,1,0,2,30,1,302,0,1,4,4,38.299
3,1215,3,1,6,1,37,1,936,0,1,4,1,42.149
,,,,,,,1,57,0,4,4,0,81.526
,,,,,,,1,617,12,4,1,0,48.372
,,,,,,,1,971,14,1,1,1,47.444
3,955,0,4,1,1,32,,,,,,,
3,726,0,1,1,1,16,1,1032,9,1,4,6,34.01
,,,,,,,1,1099,12,1,1,6,19.977
3,2383,17,4,6,1,32,,,,,,,
3,3609,0,1,1,1,32,,,,,,,
,,,,,,,1,598,0,4,1,0,60.219
,,,,,,,1,673,0,4,1,0,74.466
,,,,,,,1,243,0,1,1,1,19.872
,,,,,,,1,1047,0,1,1,1,19.905
,,,,,,,1,424,0,2,1,1,18.514
,,,,,,,1,1207,0,2,1,0,13.374
,,,,,,,1,641,0,1,1,6,36.57
,,,,,,,1,145,0,1,4,4,34.052
3,2259,0,1,0,3,32,,,,,,,
3,2713,15,1,0,3,34,,,,,,,
3,4376,0,1,0,2,40,,,,,,,
3,3943,7,1,1,1,16,,,,,,,
3,506,0,1,0,2,30,,,,,,,
3,1372,0,1,0,2,30,1,7399,0,2,4,0,76.835
,,,,,,,1,8361,12,1,1,1,15.363
,,,,,,,1,8477,0,1,1,1,9.179
,,,,,,,1,7693,0,2,1,1,13.254
3,4654,9,1,6,1,36,,,,,,,
,,,,,,,1,3493,0,4,5,0,89.673
3,2099,0,4,6,1,30,,,,,,,
,,,,,,,1,732,0,5,1,0,24.463
3,655,0,6,0,3,30,,,,,,,
3,5877,0,1,1,1,36,,,,,,,
3,2538,0,4,0,3,32,,,,,,,
3,5049,0,1,1,1,15,,,,,,,
,,,,,,,1,2160,0,1,1,6,35.211
,,,,,,,1,2601,13,5,1,0,4.804
,,,,,,,1,2075,8,4,1,1,20.638
3,4370,0,4,6,1,36,,,,,,,
3,3952,7,1,6,1,20,1,49,0,3,4,0,89.793
,,,,,,,1,277,13,1,1,0,22.937
3,4981,13,1,1,1,28,,,,,,,
,,,,,,,1,130,0,3,4,0,66.103
3,5313,1,1,1,1,11,,,,,,,
,,,,,,,1,6633,10,1,1,1,11.984
,,,,,,,1,4998,3,1,1,1,11.518
,,,,,,,1,8547,0,1,1,1,8.282
3,5040,9,1,1,1,17,1,945,0,1,4,4,37.981
3,5300,0,1,0,3,30,,,,,,,
3,484,1,1,6,1,16,1,1303,0,1,1,4,33.987
,,,,,,,1,920,9,1,1,1,19.251
3,1961,3,1,1,1,13,1,76,0,1,4,4,28.987
,,,,,,,1,1077,0,2,1,0,28.532
,,,,,,,1,675,1,1,1,1,16.791
3,3818,0,1,0,3,40,,,,,,,
,,,,,,,1,8656,0,2,1,0,25.688
,,,,,,,1,4617,0,1,1,1,28.511
3,2541,0,1,7,1,24,,,,,,,
,,,,,,,1,7551,0,1,1,4,49.858
,,,,,,,1,8570,2,1,1,1,26.99
3,2316,0,1,1,1,40,,,,,,,
3,5426,0,1,0,2,44,,,,,,,
,,,,,,,1,5939,0,1,1,1,45.787
,,,,,,,1,5440,0,2,1,0,41.718
,,,,,,,1,5094,0,1,1,4,47.236
3,5255,0,2,1,1,42,,,,,,,
3,6094,3,1,1,1,24,1,3029,0,1,1,4,53.215
3,5202,0,1,0,5,47,1,2942,0,1,1,1,53.079
3,3390,0,1,1,1,21,1,3058,0,1,4,1,47.237
,,,,,,,1,3357,1,1,1,1,30.156
,,,,,,,1,3200,1,1,1,1,27.203
,,,,,,,1,3034,0,2,1,0,54.132
,,,,,,,1,3004,0,2,1,0,48.12
,,,,,,,1,3297,0,2,1,0,61.149
,,,,,,,1,2996,0,2,1,1,27.568
3,3027,0,1,1,1,42,,,,,,,
3,1539,1,1,6,1,24,1,1377,0,3,1,0,99.07
,,,,,,,1,1364,0,2,1,0,47.756
,,,,,,,1,2187,0,2,3,0,51.392
,,,,,,,1,1369,1,1,1,1,24.167
,,,,,,,1,2257,0,2,1,0,23.702
3,1706,5,1,6,1,24,1,2008,0,1,1,1,50.685
3,6113,1,1,6,1,19,,,,,,,
,,,,,,,1,2754,10,1,1,6,29.49
,,,,,,,1,2701,4,1,1,1,27.365
,,,,,,,1,1575,0,1,1,1,27.337
3,299,0,4,0,3,40,,,,,,,
3,5476,11,1,1,1,40,1,4581,0,1,4,4,92.644
,,,,,,,1,9359,15,1,1,1,53.067
,,,,,,,1,6967,0,1,1,1,23.491
3,5217,0,1,1,1,40,1,2882,0,1,4,4,76.333
,,,,,,,1,2858,0,4,1,0,82.431
,,,,,,,1,2018,3,4,1,0,23.702
,,,,,,,1,2861,0,2,1,0,45.316
,,,,,,,1,2222,0,1,1,4,45.101
,,,,,,,1,1912,2,1,1,1,21.767
,,,,,,,1,2346,1,1,1,1,20.91
3,572,0,1,6,1,40,1,7335,0,1,4,4,90.553
3,6415,0,1,0,2,36,1,7816,0,4,1,0,61.403
,,,,,,,1,8970,0,2,1,0,40.156
,,,,,,,1,9488,2,1,1,1,20.54
3,921,1,1,6,1,18,1,7438,0,1,1,6,39.789
,,,,,,,1,7345,0,1,1,4,40.023
,,,,,,,1,9200,1,1,1,1,20.567
3,6035,9,1,1,1,29,1,2831,0,1,4,1,67.724
,,,,,,,1,1556,0,1,1,0,66.586
3,5401,0,6,0,3,31,,,,,,,
,,,,,,,1,644,9,1,1,1,21.401
3,107,1,1,1,1,15,1,351,0,1,4,4,31.629
,,,,,,,1,365,0,1,1,1,16.65
3,445,0,1,0,3,31,,,,,,,
3,2295,0,1,1,1,32,,,,,,,
,,,,,,,1,8957,0,3,4,0,72.934
3,899,0,1,1,1,19,1,7532,0,1,4,1,42.503
,,,,,,,1,7084,8,1,3,1,16.811
,,,,,,,1,9582,0,4,1,1,22.064
3,1226,1,1,1,1,18,,,,,,,
3,1690,1,1,6,1,16,,,,,,,
,,,,,,,1,7254,11,1,1,1,7.521
3,1708,0,1,0,3,32,,,,,,,
3,1075,0,1,0,2,36,,,,,,,
,,,,,,,1,8063,0,4,6,0,57.558
,,,,,,,1,8874,0,4,5,0,26.696
,,,,,,,1,8963,4,2,1,1,12.359
3,2849,9,1,1,1,13,,,,,,,
3,1712,0,1,1,1,22,,,,,,,
3,2762,0,5,2,1,30,,,,,,,
3,5106,0,5,1,1,30,,,,,,,
3,6324,7,1,1,1,17,,,,,,,
3,5533,11,1,1,1,29,,,,,,,
,,,,,,,1,9056,0,2,1,0,32.775
,,,,,,,1,8507,0,1,1,1,34.338
,,,,,,,1,9113,12,4,1,0,13.491
,,,,,,,1,7854,7,1,1,1,14.013
3,3637,0,5,0,3,31,,,,,,,
3,4590,0,1,1,1,14,,,,,,,
3,2200,3,1,6,1,14,1,8779,0,1,4,4,28.449
3,3723,0,1,1,1,13,,,,,,,
,,,,,,,1,9411,0,1,1,1,36.92
3,4441,0,6,0,3,9,,,,,,,
3,4653,10,1,0,2,10,1,320,15,3,4,0,13.752
,,,,,,,1,420,1,2,1,1,11.64
3,43,0,1,1,1,32,,,,,,,
3,3371,0,1,3,1,18,1,5687,0,3,1,0,78.115
,,,,,,,1,5193,0,3,4,0,63.1
,,,,,,,1,8528,2,1,1,1,17.311
,,,,,,,1,9267,2,1,7,1,21.134
3,882,1,1,6,1,14,,,,,,,
3,2104,6,1,1,1,19,,,,,,,
,,,,,,,1,9600,0,1,4,4,40.515
,,,,,,,1,7156,1,1,1,1,20.015
,,,,,,,1,8898,5,1,1,1,22.088
,,,,,,,1,6993,1,2,1,1,16.607
3,477,0,1,0,4,33,,,,,,,
3,1127,2,1,1,1,15,1,8965,0,1,1,1,32.249
3,2051,0,1,1,1,15,,,,,,,
3,1731,0,1,1,1,15,,,,,,,
,,,,,,,1,9424,6,4,1,1,8.303
,,,,,,,1,5488,0,4,1,0,16.459
,,,,,,,1,6667,0,2,1,1,17.014
3,1422,0,4,0,3,34,,,,,,,
3,5086,10,1,1,1,40,1,7652,0,1,1,6,90.015
,,,,,,,1,7913,0,4,6,0,59.877
,,,,,,,1,6337,16,1,1,1,50.342
3,1866,0,4,0,2,34,,,,,,,
3,3761,6,4,0,3,36,,,,,,,
3,4242,1,1,6,1,16,,,,,,,
3,4388,0,1,1,1,35,,,,,,,
,,,,,,,1,559,0,3,4,0,85.962
3,3528,0,1,0,2,33,,,,,,,
,,,,,,,1,817,0,1,1,3,51.878
3,4129,11,1,1,1,36,,,,,,,
3,4916,0,1,0,5,33,,,,,,,
3,5809,0,1,0,2,33,1,5314,0,1,1,1,48.617
,,,,,,,1,8422,0,2,1,0,61.096
,,,,,,,1,8953,0,1,1,1,35.133
3,5309,0,1,1,1,15,1,1048,0,1,4,4,34.107
3,4315,12,1,0,4,31,,,,,,,
,,,,,,,1,1257,13,1,1,1,33.179
,,,,,,,1,340,11,4,1,0,32.873
,,,,,,,1,677,0,2,1,0,34.985
,,,,,,,1,1297,0,1,4,4,34.203
3,3665,8,1,1,1,31,,,,,,,
,,,,,,,1,4529,0,4,1,0,62.37
,,,,,,,1,6261,0,2,1,0,73.074
,,,,,,,1,6663,0,2,1,1,17.232
,,,,,,,1,7678,0,1,1,1,32.572
,,,,,,,1,5492,0,1,1,1,39.208
,,,,,,,1,8781,0,1,1,1,31.147
,,,,,,,1,6034,2,1,1,1,15.616
,,,,,,,1,8551,1,1,1,6,15.496
,,,,,,,1,5002,1,1,1,6,19.19
,,,,,,,1,4751,0,2,1,1,15.47
,,,,,,,1,6000,0,1,6,1,18.489
3,5694,0,4,0,3,34,,,,,,,
3,4753,0,4,6,1,32,,,,,,,
3,4226,0,2,1,1,32,,,,,,,
3,3280,0,4,0,2,36,,,,,,,
3,6200,0,1,0,2,36,1,1194,0,2,4,0,80.674
3,1200,0,6,0,3,32,,,,,,,
3,2318,0,6,0,3,32,,,,,,,
3,5780,0,4,4,1,40,,,,,,,
3,5317,0,4,4,1,38,,,,,,,
3,5794,0,1,0,2,42,1,413,0,2,4,0,88.758
3,1548,3,1,1,1,22,1,359,0,1,4,4,48.444
,,,,,,,1,1036,0,4,1,0,26.821
,,,,,,,1,875,17,1,1,6,9.791
3,5690,11,1,0,4,32,,,,,,,
,,,,,,,1,3502,0,1,1,1,50.645
,,,,,,,1,3704,0,4,6,0,83.377
,,,,,,,1,3492,0,1,1,1,24.118
3,6067,15,1,1,1,16,,,,,,,
,,,,,,,1,3690,16,4,1,0,13.904
,,,,,,,1,3453,0,2,3,1,22.424
3,5097,8,1,1,1,31,,,,,,,
3,5400,9,1,6,1,29,,,,,,,
,,,,,,,1,6455,0,3,6,0,74.453
,,,,,,,1,7890,0,4,1,0,64.685
3,5398,3,1,6,1,15,1,6443,0,1,1,1,38.654
3,5399,1,1,6,1,14,,,,,,,
3,5397,0,1,0,2,28,1,4688,0,4,1,0,49.243
3,6212,1,1,1,1,14,1,6426,0,1,1,1,34.28
,,,,,,,1,6788,0,1,1,1,35.162
,,,,,,,1,8036,0,2,5,0,74.166
,,,,,,,1,7909,0,1,1,6,44.298
,,,,,,,1,7342,0,1,1,1,18.839
,,,,,,,1,7391,0,2,1,0,37.017
,,,,,,,1,7920,0,4,1,0,33.151
,,,,,,,1,5410,0,4,1,0,37.207
,,,,,,,1,6882,9,4,1,0,17.352
,,,,,,,1,4520,16,4,1,0,17.527
,,,,,,,1,6842,8,4,1,0,20.627
,,,,,,,1,9069,10,1,1,1,11.729
,,,,,,,1,6896,13,1,1,1,18.324
,,,,,,,1,7329,13,1,1,6,17.093
,,,,,,,1,7149,3,1,1,1,18.422
,,,,,,,1,6737,1,1,1,1,17.694
,,,,,,,1,4760,1,2,1,1,17.936
,,,,,,,1,6631,1,1,1,1,9.312
,,,,,,,1,7985,0,2,3,0,9.392
,,,,,,,1,8012,0,2,1,0,17.555
3,2331,1,1,6,1,15,,,,,,,
3,5395,5,1,1,1,16,,,,,,,
,,,,,,,1,9034,16,4,1,0,14.583
,,,,,,,1,8240,6,1,1,1,15.963
,,,,,,,1,6360,9,1,1,1,16.808
,,,,,,,1,7020,0,1,1,1,8.456
,,,,,,,1,6585,4,1,1,1,16.296
,,,,,,,1,6790,1,1,1,1,16.778
