V6901,V6902,V7071,V7095,V7193,V7261,V7451,ER72001,ER72002,ER72022,ER72024,ER72164,ER72441,ER77631
,,,,,,,1,3347,0,2,1,0,11.521
3,4408,1,1,6,1,2,,,,,,,
3,4611,5,1,1,1,2,,,,,,,
,,,,,,,1,3293,1,2,3,0,2.363
,,,,,,,1,3184,1,4,6,0,2.485
,,,,,,,1,3209,0,1,1,1,3.034
,,,,,,,1,3045,0,1,1,1,2.532
,,,,,,,1,3033,1,1,1,6,2.34
3,5349,13,1,6,1,4,,,,,,,
3,3203,2,3,6,1,5,,,,,,,
3,5350,9,1,6,1,5,,,,,,,
3,4407,0,1,6,1,5,,,,,,,
3,4409,10,5,0,3,4,,,,,,,
3,5351,0,1,0,5,4,,,,,,,
3,3514,1,1,6,1,2,,,,,,,
3,5862,15,3,0,2,4,,,,,,,
,,,,,,,1,4193,1,4,1,0,2.858
,,,,,,,1,4487,0,2,1,0,3.016
3,3651,1,3,7,1,2,,,,,,,
,,,,,,,1,4252,0,4,1,0,2.766
,,,,,,,1,4185,0,4,1,0,3.184
,,,,,,,1,4275,1,1,1,1,2.187
,,,,,,,1,3950,8,5,1,0,2.528
,,,,,,,1,4095,2,2,1,0,2.108
,,,,,,,1,4124,4,2,1,1,2.7
,,,,,,,1,4003,0,1,1,1,3.925
,,,,,,,1,3959,6,1,1,1,2.033
,,,,,,,1,4195,8,4,1,0,1.853
,,,,,,,1,4292,0,2,3,0,2.363
,,,,,,,1,3998,3,1,1,1,2.054
3,3959,11,4,6,1,3,,,,,,,
3,6142,11,3,0,2,3,,,,,,,
3,3754,1,3,0,2,3,,,,,,,
3,6051,1,6,0,2,3,,,,,,,
,,,,,,,1,5504,0,2,5,0,4.772
3,3755,1,1,1,2,2,1,7221,0,4,4,0,4.791
3,6155,0,3,0,2,3,,,,,,,
,,,,,,,1,8387,1,2,1,0,4.194
,,,,,,,1,8376,3,2,5,1,4.086
,,,,,,,1,8270,2,2,3,1,2.935
,,,,,,,1,5588,2,2,1,0,1.555
,,,,,,,1,8969,0,2,3,6,1.569
,,,,,,,1,8414,17,4,1,0,2.55
,,,,,,,1,9257,12,2,1,0,1.588
,,,,,,,1,8074,2,2,3,0,0.939
,,,,,,,1,6185,8,1,3,1,1.264
,,,,,,,1,9224,5,2,7,0,0.632
,,,,,,,1,6989,0,1,1,1,3.875
,,,,,,,1,8918,1,2,1,0,1.55
,,,,,,,1,6147,0,4,5,1,2.852
,,,,,,,1,8553,7,4,1,0,1.367
,,,,,,,1,4675,12,2,1,1,1.524
3,6231,16,1,1,1,27,,,,,,,
3,4489,7,1,0,5,22,,,,,,,
3,6093,12,1,3,1,22,,,,,,,
3,5807,0,1,1,1,10,,,,,,,
3,2761,0,1,6,1,3,,,,,,,
,,,,,,,1,5901,0,3,4,0,2.905
,,,,,,,1,6753,0,4,4,0,3.704
3,3044,4,3,0,4,3,,,,,,,
3,1987,0,1,0,2,3,,,,,,,
3,2770,1,6,0,4,3,,,,,,,
,,,,,,,1,8189,0,5,1,0,6.477
3,3042,9,1,1,1,2,,,,,,,
,,,,,,,1,7305,0,4,6,0,1.265
,,,,,,,1,8418,0,4,1,0,1.086
,,,,,,,1,7281,2,1,1,1,3.926
,,,,,,,1,8728,6,2,3,0,0.572
3,6193,6,1,6,1,1,,,,,,,
,,,,,,,1,7458,0,3,6,0,1.6
3,3677,2,1,6,1,1,,,,,,,
3,6510,7,1,0,4,1,1,6334,0,4,4,0,1.126
3,6178,1,6,0,2,1,,,,,,,
,,,,,,,1,9072,0,4,4,0,2.051
,,,,,,,1,8913,16,4,1,1,0.661
,,,,,,,1,9528,0,4,1,0,2.142
,,,,,,,1,5178,0,4,1,0,1.434
,,,,,,,1,8999,10,2,1,1,0.592
,,,,,,,1,8748,10,2,5,7,0.415
,,,,,,,1,4552,0,2,1,0,0.764
,,,,,,,1,8778,0,4,5,0,1.001
,,,,,,,1,4660,0,2,1,0,1.519
,,,,,,,1,7677,1,4,3,3,0.399
,,,,,,,1,7771,5,2,1,0,0.844
,,,,,,,1,8393,0,2,1,0,1.618
,,,,,,,1,6828,0,2,1,0,0.848
,,,,,,,1,8178,2,2,1,1,0.383
3,6179,1,5,6,1,1,,,,,,,
,,,,,,,1,6908,6,2,1,0,0.844
,,,,,,,1,7449,15,1,5,3,0.879
,,,,,,,1,7286,0,4,1,0,0.32
,,,,,,,1,4730,12,1,1,6,0.879
,,,,,,,1,8192,15,2,1,0,0.408
,,,,,,,1,8624,7,4,1,0,0.516
3,4458,13,1,0,5,1,,,,,,,
3,4144,7,3,0,2,1,,,,,,,
3,4428,3,1,1,1,1,,,,,,,
3,6516,0,1,0,2,1,,,,,,,
3,1112,0,6,0,3,22,,,,,,,
3,4560,0,1,6,1,4,,,,,,,
,,,,,,,1,5497,0,3,4,0,7.823
3,4969,0,1,0,5,5,,,,,,,
,,,,,,,1,5287,0,3,1,0,10.358
3,4561,0,1,0,5,4,,,,,,,
3,4970,2,1,6,2,2,1,4663,0,2,4,0,12.586
,,,,,,,1,9353,0,2,1,0,10.742
,,,,,,,1,4679,0,1,4,6,1.885
,,,,,,,1,8976,0,2,3,0,2.932
,,,,,,,1,7252,0,4,1,0,4.847
,,,,,,,1,6764,13,2,1,0,3.251
3,4971,5,7,2,1,2,,,,,,,
,,,,,,,1,8962,0,2,3,0,2.995
,,,,,,,1,6845,0,2,1,0,5.192
,,,,,,,1,7087,4,1,1,1,2.116
,,,,,,,1,7869,0,2,6,0,2.041
3,3360,0,1,6,1,9,,,,,,,
3,268,0,1,0,2,8,,,,,,,
3,375,0,1,0,2,8,,,,,,,
3,377,6,1,6,1,5,,,,,,,
3,4610,1,1,6,1,4,,,,,,,
,,,,,,,1,6284,0,5,5,0,6.303
,,,,,,,1,7488,0,1,5,1,6.17
,,,,,,,1,6958,0,4,1,0,2.706
,,,,,,,1,6206,0,5,4,0,10.936
,,,,,,,1,6998,12,2,3,5,4.47
,,,,,,,1,6122,0,2,5,0,7.041
,,,,,,,1,7453,16,5,5,0,4.814
,,,,,,,1,7613,10,2,4,0,5.151
,,,,,,,1,6730,0,2,1,0,5.887
,,,,,,,1,8205,0,2,1,0,4.552
,,,,,,,1,8412,2,4,5,0,1.886
,,,,,,,1,9253,8,5,3,0,3.244
,,,,,,,1,7812,4,2,1,0,2.353
3,1045,0,6,0,3,10,,,,,,,
3,2112,1,2,1,1,2,1,5512,0,1,4,4,5.236
3,5352,0,5,0,2,5,,,,,,,
,,,,,,,1,9452,5,1,1,1,2.771
,,,,,,,1,8554,0,2,1,0,4.587
,,,,,,,1,7827,0,1,1,4,5.089
,,,,,,,1,8617,12,1,1,6,2.224
3,5912,8,3,0,4,3,,,,,,,
3,6369,0,3,0,2,3,,,,,,,
,,,,,,,1,2799,0,2,3,0,2.682
3,1853,1,5,6,1,1,,,,,,,
3,1186,0,5,0,5,3,,,,,,,
3,2251,0,5,0,5,7,,,,,,,
3,6366,0,1,0,3,11,,,,,,,
3,4173,0,1,1,1,26,,,,,,,
3,1156,5,1,0,4,3,,,,,,,
3,3109,2,6,0,2,3,,,,,,,
,,,,,,,1,8505,0,2,3,0,7.553
3,3305,5,3,1,1,2,,,,,,,
3,4123,8,1,1,5,1,,,,,,,
3,634,13,7,0,5,2,,,,,,,
,,,,,,,1,7774,9,1,1,1,0.967
,,,,,,,1,7590,0,2,1,0,1.106
,,,,,,,1,9185,1,2,1,1,2.292
,,,,,,,1,4635,1,1,1,1,1.071
,,,,,,,1,4935,0,1,1,1,1.916
,,,,,,,1,5761,5,2,1,0,1.528
,,,,,,,1,5650,2,2,1,1,0.697
3,4832,0,1,0,5,1,,,,,,,
3,208,14,1,0,3,2,,,,,,,
,,,,,,,1,1071,0,2,4,0,3.045
3,4701,0,4,0,3,2,,,,,,,
3,5839,7,1,0,2,2,,,,,,,
,,,,,,,1,3346,0,2,1,0,1.877
3,3548,0,1,0,5,1,,,,,,,
3,6421,7,1,1,1,1,,,,,,,
3,3549,2,1,0,4,1,,,,,,,
,,,,,,,1,3277,0,1,5,4,0.873
,,,,,,,1,3288,9,1,1,3,0.419
,,,,,,,1,3194,5,1,1,1,0.446
3,3679,6,1,0,5,1,,,,,,,
3,4212,10,1,1,1,1,,,,,,,
3,1693,8,1,0,3,1,,,,,,,
3,1701,4,1,0,4,1,1,2329,0,4,4,0,1.613
,,,,,,,1,1563,0,2,4,0,0.6
3,1692,1,1,0,2,1,,,,,,,
3,3302,0,1,0,2,1,,,,,,,
,,,,,,,1,2726,0,2,5,0,0.245
3,5637,7,1,1,1,1,,,,,,,
,,,,,,,1,2509,17,1,4,1,2.136
3,473,0,4,0,3,16,,,,,,,
3,4031,11,1,1,1,5,,,,,,,
,,,,,,,1,5772,0,4,6,0,9.466
,,,,,,,1,7531,0,4,5,0,12.236
,,,,,,,1,8202,0,5,1,0,11.512
,,,,,,,1,6810,1,5,1,0,7.161
,,,,,,,1,6453,9,2,1,0,1.236
,,,,,,,1,6949,5,1,5,1,1.435
,,,,,,,1,6336,1,2,5,1,2.827
,,,,,,,1,5236,0,2,1,0,9.774
,,,,,,,1,5672,0,2,1,0,6.551
,,,,,,,1,5619,7,5,1,0,5.272
,,,,,,,1,7308,7,4,1,0,3.765
,,,,,,,1,7431,0,5,1,0,4.584
,,,,,,,1,8986,0,1,1,1,5.479
,,,,,,,1,6727,8,1,1,1,1.705
3,2890,0,1,0,3,13,,,,,,,
3,4058,14,1,1,1,7,,,,,,,
3,2303,3,1,6,1,8,,,,,,,
3,3054,0,4,1,1,3,,,,,,,
,,,,,,,1,4150,0,4,4,0,7.767
,,,,,,,1,4326,0,4,1,0,6.247
,,,,,,,1,4075,7,2,1,0,5.826
,,,,,,,1,4344,0,2,1,0,7.715
,,,,,,,1,4452,0,2,7,0,3.579
3,3053,14,1,1,1,2,,,,,,,
3,3055,9,1,1,1,2,,,,,,,
3,4974,12,4,0,5,3,,,,,,,
3,4872,0,1,1,1,1,,,,,,,
3,6514,0,7,0,3,22,,,,,,,
3,3204,0,3,0,3,16,,,,,,,
3,4562,1,6,0,1,20,,,,,,,
3,6455,1,2,0,2,16,,,,,,,
3,4719,1,6,0,2,16,,,,,,,
,,,,,,,1,5987,0,4,6,1,32.596
,,,,,,,1,7126,16,2,3,0,46.243
,,,,,,,1,8895,0,4,1,0,35.162
,,,,,,,1,4634,12,2,5,0,24.28
,,,,,,,1,9593,0,2,1,0,9.529
3,2782,0,1,1,1,10,,,,,,,
,,,,,,,1,5119,0,1,1,4,16.99
,,,,,,,1,8140,0,4,1,0,17.969
,,,,,,,1,8188,3,2,1,0,8.169
,,,,,,,1,5354,0,4,4,6,19.233
,,,,,,,1,8790,5,4,1,0,5.713
3,4556,5,1,0,2,5,,,,,,,
3,4568,5,6,0,2,5,1,4702,0,2,6,0,7.546
3,4567,4,1,0,2,5,1,8987,0,2,5,0,7.808
3,4563,0,1,0,2,5,1,6189,0,2,4,0,11.264
3,6336,0,1,0,2,4,,,,,,,
3,4566,2,6,0,2,4,,,,,,,
,,,,,,,1,6769,0,4,1,0,6.356
,,,,,,,1,7681,0,2,1,0,7.538
,,,,,,,1,6078,0,2,1,0,10.387
,,,,,,,1,4584,1,2,5,0,4.259
,,,,,,,1,6379,1,2,1,0,6.51
,,,,,,,1,5247,0,4,1,0,8.934
,,,,,,,1,5306,17,2,1,0,5.883
,,,,,,,1,6583,16,2,1,0,5.036
,,,,,,,1,4821,12,2,1,0,3.498
,,,,,,,1,8462,4,2,1,1,2.529
,,,,,,,1,5768,0,2,1,0,3.682
,,,,,,,1,5845,3,2,7,0,2.63
,,,,,,,1,7361,0,2,1,0,3.621
3,3213,3,2,1,1,2,,,,,,,
3,2148,3,5,6,1,2,,,,,,,
,,,,,,,1,8161,0,2,1,0,7.695
,,,,,,,1,5479,0,3,4,0,3.84
,,,,,,,1,8602,15,2,1,0,2.087
,,,,,,,1,8578,5,4,1,0,0.972
,,,,,,,1,8385,7,2,1,0,0.967
,,,,,,,1,5376,5,2,1,0,1.811
,,,,,,,1,5651,0,1,1,6,3.575
3,1276,13,5,6,1,1,,,,,,,
3,4645,14,3,0,2,1,,,,,,,
3,1278,11,1,1,1,1,1,3015,0,1,4,4,2.135
3,1277,0,6,0,3,1,,,,,,,
,,,,,,,1,3190,0,4,1,0,0.849
,,,,,,,1,3336,0,1,1,1,0.959
,,,,,,,1,3022,0,5,1,0,0.857
,,,,,,,1,3198,1,2,3,0,1.586
,,,,,,,1,2991,10,2,3,0,0.552
,,,,,,,1,3215,4,1,3,1,0.774
3,1937,0,2,0,2,1,,,,,,,
,,,,,,,1,808,0,1,1,1,0.45
3,2270,0,1,0,2,1,,,,,,,
3,2261,0,1,0,5,1,,,,,,,
,,,,,,,1,888,3,4,1,0,0.703
3,2277,0,1,6,1,1,,,,,,,
3,2005,0,6,0,2,1,,,,,,,
,,,,,,,1,796,12,5,5,0,0.516
,,,,,,,1,1304,0,2,1,0,0.809
3,4830,6,1,1,1,1,,,,,,,
3,1369,0,1,2,1,1,,,,,,,
,,,,,,,1,275,4,2,1,0,0.386
3,2262,0,1,0,2,1,,,,,,,
3,3491,0,1,1,2,12,,,,,,,
3,4171,0,1,0,2,8,,,,,,,
3,1310,0,4,0,4,1,,,,,,,
3,3122,0,1,0,5,2,,,,,,,
3,6077,0,1,0,4,1,,,,,,,
3,3228,4,1,0,5,1,,,,,,,
3,6378,2,1,6,1,1,,,,,,,
,,,,,,,1,3023,9,1,1,6,1.817
,,,,,,,1,3206,0,2,1,0,1.996
,,,,,,,1,3158,0,2,1,0,2.049
,,,,,,,1,3214,0,4,1,0,0.467
,,,,,,,1,3229,0,2,1,0,2.161
,,,,,,,1,3355,6,1,1,1,0.797
,,,,,,,1,3179,0,1,1,1,2.842
,,,,,,,1,3139,4,1,1,0,1.02
3,4368,0,1,6,1,15,,,,,,,
3,5821,1,1,6,1,7,,,,,,,
3,4584,1,1,6,1,8,,,,,,,
3,4585,14,1,1,1,2,,,,,,,
3,4586,1,1,1,1,1,,,,,,,
3,6037,8,1,0,4,2,,,,,,,
3,1529,0,1,1,1,1,,,,,,,
3,2794,0,4,0,3,1,,,,,,,
,,,,,,,1,200,0,2,1,0,1.429
,,,,,,,1,1137,0,2,1,0,0.841
3,4900,0,4,0,5,3,,,,,,,
3,4899,10,1,1,1,3,,,,,,,
3,4898,0,1,0,4,6,,,,,,,
3,5110,17,1,6,1,4,,,,,,,
,,,,,,,1,5992,0,4,4,0,8.608
3,6010,6,1,7,1,2,,,,,,,
,,,,,,,1,5676,0,1,1,0,3.317
,,,,,,,1,5530,0,4,1,0,5.244
,,,,,,,1,5264,0,2,7,0,8.841
,,,,,,,1,5598,0,2,1,0,4.728
,,,,,,,1,8095,0,2,1,0,10.189
,,,,,,,1,5769,0,3,4,0,3.007
3,2857,1,1,1,1,3,,,,,,,
3,2170,0,1,1,1,2,,,,,,,
,,,,,,,1,5882,0,1,4,4,3.714
,,,,,,,1,8930,0,2,1,0,2.991
,,,,,,,1,7650,2,1,1,6,1.418
,,,,,,,1,7298,15,4,1,0,1.309
,,,,,,,1,5709,7,1,1,1,2.382
,,,,,,,1,7768,1,1,1,1,3.74
,,,,,,,1,8849,0,1,1,1,6.181
3,2916,0,5,0,2,4,,,,,,,
3,146,9,1,0,2,5,,,,,,,
3,110,7,1,0,2,4,,,,,,,
3,6497,7,3,6,1,2,,,,,,,
3,1915,0,1,1,1,2,,,,,,,
3,1321,4,1,1,1,2,,,,,,,
3,4956,0,6,0,3,4,,,,,,,
3,5283,3,1,0,2,5,,,,,,,
3,3270,14,1,6,1,10,,,,,,,
3,5540,0,1,0,2,9,,,,,,,
,,,,,,,1,8255,0,1,1,1,18.12
,,,,,,,1,6677,0,2,1,0,21.436
,,,,,,,1,8637,11,1,1,1,6.631
,,,,,,,1,5013,14,1,1,1,13.204
3,5704,16,1,6,1,5,,,,,,,
3,5788,1,1,6,1,3,,,,,,,
3,5742,0,1,0,4,16,,,,,,,
3,6297,5,1,0,4,18,,,,,,,
3,6266,0,1,1,1,8,,,,,,,
3,2808,13,1,6,1,22,,,,,,,
3,416,1,1,6,1,13,,,,,,,
3,4749,0,1,0,2,20,,,,,,,
3,2812,2,1,1,1,12,,,,,,,
3,4751,1,1,6,1,10,,,,,,,
3,4267,0,1,3,1,10,,,,,,,
3,2973,16,1,0,3,1,,,,,,,
3,5680,1,1,6,1,1,,,,,,,
3,5532,0,1,0,2,1,,,,,,,
,,,,,,,1,5090,0,4,4,0,3.064
,,,,,,,1,5886,0,4,1,0,2.335
,,,,,,,1,8473,11,4,1,0,2.305
,,,,,,,1,9052,0,2,6,0,2.017
,,,,,,,1,5019,0,2,1,0,2.014
,,,,,,,1,8434,3,1,1,1,1.747
,,,,,,,1,4864,0,4,4,0,0.921
3,3036,0,1,0,2,29,,,,,,,
3,2576,0,4,0,1,27,,,,,,,
3,1780,0,1,1,1,13,,,,,,,
3,4934,8,1,0,1,4,1,6335,0,3,6,0,14.294
3,5935,1,7,0,2,4,,,,,,,
3,4932,0,3,0,5,4,,,,,,,
3,6140,0,3,0,2,4,,,,,,,
,,,,,,,1,4801,2,2,1,0,3.309
,,,,,,,1,5115,1,4,1,0,5.434
,,,,,,,1,9295,1,2,1,1,2.483
,,,,,,,1,9413,8,2,1,0,3.578
,,,,,,,1,6364,13,2,1,0,6.185
,,,,,,,1,6655,7,2,1,0,0.817
3,5418,0,1,1,1,4,,,,,,,
,,,,,,,1,1075,0,3,1,0,9.219
3,6428,2,1,6,1,4,1,8085,0,3,4,0,10.843
3,6293,0,1,1,1,2,,,,,,,
,,,,,,,1,6449,0,3,5,0,8.012
,,,,,,,1,8885,0,4,4,0,4.674
,,,,,,,1,7280,0,2,6,0,8.824
,,,,,,,1,6598,0,2,1,0,5.325
,,,,,,,1,4571,1,2,1,0,7.116
,,,,,,,1,8081,3,1,1,1,3.988
,,,,,,,1,6944,1,2,1,1,1.602
,,,,,,,1,6610,2,2,1,0,2.811
,,,,,,,1,5092,4,2,5,0,4.632
,,,,,,,1,8459,10,2,1,0,4.467
,,,,,,,1,7266,3,2,1,0,4.498
,,,,,,,1,7176,0,2,1,0,7.344
,,,,,,,1,8066,0,1,4,1,3.264
,,,,,,,1,7989,0,2,1,0,6.968
,,,,,,,1,6046,0,1,4,1,3.06
,,,,,,,1,6865,6,2,1,0,2.687
,,,,,,,1,7359,2,2,1,1,3.721
,,,,,,,1,6410,0,1,1,1,3.021
3,2377,0,1,0,4,8,,,,,,,
3,3104,0,1,0,4,8,,,,,,,
3,2271,0,4,0,4,6,,,,,,,
3,1972,12,1,0,4,1,,,,,,,
3,696,0,1,0,5,1,,,,,,,
3,254,0,4,4,1,1,,,,,,,
3,3452,11,1,1,1,3,,,,,,,
3,3057,1,3,0,1,3,,,,,,,
3,3969,13,1,0,3,3,,,,,,,
3,3970,3,6,0,2,4,1,8852,0,2,5,0,9.394
3,4853,3,2,6,1,2,,,,,,,
3,5779,0,3,0,2,3,,,,,,,
3,5965,4,1,6,1,2,1,6348,0,1,4,3,5.257
,,,,,,,1,7874,0,1,1,1,4.193
,,,,,,,1,5982,0,4,5,0,9.806
,,,,,,,1,4637,0,2,1,0,4.887
,,,,,,,1,8860,0,4,1,0,8.064
,,,,,,,1,4713,5,2,1,0,6
,,,,,,,1,7992,0,2,1,0,2.361
,,,,,,,1,6782,0,2,1,0,2.371
,,,,,,,1,6090,0,2,1,0,5.03
,,,,,,,1,6066,0,2,1,0,5.889
,,,,,,,1,7429,0,2,1,0,6.568
,,,,,,,1,8972,1,2,3,6,2.647
,,,,,,,1,6932,0,3,4,0,1.829
,,,,,,,1,8946,0,4,1,0,1.904
,,,,,,,1,4600,3,1,1,1,2.888
,,,,,,,1,6626,1,2,3,0,0.384
3,4927,6,1,0,2,4,,,,,,,
,,,,,,,1,3478,0,4,5,0,8.263
,,,,,,,1,3723,0,2,1,0,9.587
,,,,,,,1,3661,13,5,3,0,8.732
,,,,,,,1,3487,8,2,1,0,6.474
,,,,,,,1,3489,9,1,4,1,4.119
,,,,,,,1,3817,7,4,1,0,4.589
,,,,,,,1,3679,0,5,1,0,2.557
,,,,,,,1,3588,2,2,1,0,2.533
,,,,,,,1,3652,0,2,1,0,3.364
,,,,,,,1,3602,0,1,1,6,5.008
,,,,,,,1,3606,10,5,1,0,4.323
,,,,,,,1,3756,15,1,1,1,1.138
,,,,,,,1,3771,8,1,1,1,2.323
3,1436,0,4,0,2,31,,,,,,,
3,3299,0,4,0,3,4,,,,,,,
3,3320,0,4,6,1,3,,,,,,,
,,,,,,,1,265,0,3,1,0,8.346
3,3300,1,6,0,2,3,1,206,0,2,5,0,9.106
,,,,,,,1,328,0,2,1,0,11.447
,,,,,,,1,1226,1,1,1,1,1.834
3,4201,16,3,0,3,3,,,,,,,
3,4204,0,1,0,2,4,,,,,,,
3,6401,0,1,0,2,3,,,,,,,
3,3843,0,1,6,1,2,1,415,0,4,1,0,8.582
,,,,,,,1,112,0,1,4,4,5.774
,,,,,,,1,896,0,4,1,0,3.181
,,,,,,,1,385,0,2,3,0,5.02
,,,,,,,1,286,0,2,1,0,10.378
,,,,,,,1,859,9,2,1,1,2.466
,,,,,,,1,867,0,2,3,0,2.79
,,,,,,,1,702,2,2,3,0,0.71
3,4168,0,4,0,5,3,,,,,,,
3,5733,1,1,1,1,2,,,,,,,
3,3958,15,5,0,2,3,,,,,,,
3,6491,0,1,0,2,3,,,,,,,
3,4134,0,3,0,4,24,,,,,,,
3,3674,0,1,1,2,12,,,,,,,
3,5211,0,1,0,2,21,,,,,,,
3,4367,8,1,1,1,5,,,,,,,
3,4469,6,1,6,1,3,,,,,,,
3,2894,8,1,0,3,1,,,,,,,
3,2138,0,1,0,2,2,,,,,,,
3,3119,8,1,0,5,2,,,,,,,
3,2064,1,2,0,2,2,,,,,,,
3,4437,0,1,1,1,1,,,,,,,
3,579,12,1,0,2,2,1,7724,0,3,4,0,5.426
,,,,,,,1,9027,0,4,5,0,3.012
,,,,,,,1,9241,0,2,1,0,1.433
3,3017,0,4,6,1,9,,,,,,,
3,4652,5,6,0,5,10,,,,,,,
3,3016,9,1,0,2,11,,,,,,,
3,3015,7,6,0,5,12,,,,,,,
3,4615,0,1,0,2,9,,,,,,,
,,,,,,,1,2178,0,2,1,0,20.251
,,,,,,,1,1894,1,1,1,0,8.142
,,,,,,,1,1358,0,2,1,0,23.773
,,,,,,,1,2545,0,1,1,1,6.946
,,,,,,,1,2212,0,2,1,0,8.134
,,,,,,,1,2102,4,1,1,1,2.687
,,,,,,,1,1972,5,1,1,1,12.204
3,1589,0,1,0,4,10,,,,,,,
3,5088,5,1,6,1,5,,,,,,,
3,4443,0,1,0,2,9,1,670,0,2,3,0,14.046
3,3814,2,1,0,4,11,1,629,0,4,4,0,27.884
,,,,,,,1,592,0,2,6,0,25.36
,,,,,,,1,695,0,2,5,0,34.44
,,,,,,,1,872,5,2,1,0,16.5
,,,,,,,1,638,0,5,3,0,23.589
3,3686,0,3,0,4,1,,,,,,,
3,3994,2,1,0,4,1,,,,,,,
3,4049,0,1,0,4,1,,,,,,,
3,3996,15,2,0,4,1,,,,,,,
3,6351,0,1,0,2,1,,,,,,,
3,5747,0,3,0,2,1,,,,,,,
3,2980,7,1,0,2,2,,,,,,,
3,3072,4,1,0,2,1,1,4323,0,2,1,0,2.45
,,,,,,,1,3980,0,4,1,0,3.041
,,,,,,,1,4010,4,2,1,0,1.964
,,,,,,,1,4226,12,5,1,0,0.556
,,,,,,,1,4049,1,5,1,0,1.044
,,,,,,,1,4243,9,5,3,0,0.187
,,,,,,,1,4000,1,1,1,1,1.243
,,,,,,,1,4264,1,1,1,1,0.071
3,2632,0,1,0,4,1,,,,,,,
3,2970,1,1,0,5,1,,,,,,,
3,3229,1,1,3,1,1,,,,,,,
3,2946,6,1,1,1,1,,,,,,,
3,4513,5,6,0,2,2,,,,,,,
,,,,,,,1,1640,0,2,1,0,4.422
,,,,,,,1,1647,0,2,1,0,2.923
,,,,,,,1,1988,0,4,1,0,3.228
,,,,,,,1,2044,0,5,1,0,2.657
,,,,,,,1,1803,0,2,7,0,3.058
,,,,,,,1,2111,0,4,1,0,4.624
,,,,,,,1,2729,6,2,1,0,1.573
,,,,,,,1,2805,6,2,1,0,2.57
,,,,,,,1,1892,2,2,1,0,1.324
,,,,,,,1,1428,0,2,1,0,1.132
,,,,,,,1,1387,7,2,6,0,1.112
,,,,,,,1,1496,10,2,1,0,1.186
,,,,,,,1,2714,7,5,1,0,0.539
3,1857,12,5,1,1,1,,,,,,,
3,3416,1,1,0,4,2,1,6852,0,1,4,0,2.448
3,6039,0,8,0,2,2,,,,,,,
,,,,,,,1,7062,0,3,3,0,3.783
,,,,,,,1,6469,0,4,1,0,2.664
,,,,,,,1,7385,17,1,1,1,2.448
,,,,,,,1,9150,0,2,1,0,1.491
3,1856,0,1,1,1,1,,,,,,,
,,,,,,,1,8622,17,1,1,1,0.6
,,,,,,,1,9198,2,2,1,1,1.214
,,,,,,,1,8917,0,2,3,0,0.576
3,1111,0,5,0,4,2,,,,,,,
3,599,0,5,0,4,2,,,,,,,
3,6236,0,1,0,1,2,,,,,,,
3,5032,10,1,1,1,11,,,,,,,
3,1840,0,6,0,3,5,,,,,,,
,,,,,,,1,1840,0,4,1,0,24.427
3,3485,1,1,6,1,3,1,1608,0,1,1,4,8.909
,,,,,,,1,2587,7,1,1,1,4.455
3,4043,0,4,6,1,16,,,,,,,
3,6202,0,3,0,3,7,,,,,,,
3,6407,0,1,0,2,6,,,,,,,
3,5185,5,1,1,1,2,,,,,,,
,,,,,,,1,6056,0,4,1,0,2.877
,,,,,,,1,7861,0,2,1,0,3.706
3,6362,0,3,6,1,1,,,,,,,
3,6473,0,5,0,4,1,,,,,,,
3,4786,13,1,0,4,1,,,,,,,
3,1648,0,4,6,1,3,,,,,,,
3,3621,3,1,1,1,1,,,,,,,
3,2933,6,1,1,1,1,,,,,,,
3,3745,0,1,1,1,1,,,,,,,
3,1141,15,1,6,1,15,,,,,,,
3,6530,0,1,0,2,14,,,,,,,
3,2911,16,1,6,1,3,,,,,,,
3,5985,1,6,0,2,3,,,,,,,
3,5753,1,6,0,2,3,,,,,,,
3,6393,13,4,5,1,3,,,,,,,
3,5422,0,3,0,2,4,,,,,,,
3,6396,0,1,0,4,4,,,,,,,
,,,,,,,1,3152,0,1,4,1,6.188
,,,,,,,1,3207,0,2,5,0,9.609
3,5868,8,1,1,1,3,,,,,,,
3,5876,0,2,0,5,4,,,,,,,
3,5875,2,1,1,1,2,,,,,,,
3,5647,1,1,1,1,2,1,7313,0,1,4,1,4.873
3,5869,0,1,0,2,3,,,,,,,
,,,,,,,1,5541,13,1,1,1,5.046
,,,,,,,1,6929,0,1,1,1,2.092
,,,,,,,1,9225,0,2,1,0,4.258
,,,,,,,1,5909,0,4,1,0,2.358
,,,,,,,1,6097,0,2,6,0,1.661
,,,,,,,1,8183,1,1,1,1,0.92
3,5940,0,6,0,3,7,,,,,,,
3,3881,0,5,0,3,3,,,,,,,
3,325,0,1,0,4,21,,,,,,,
3,1465,1,1,6,1,9,,,,,,,
3,6033,1,6,0,3,1,,,,,,,
3,5978,0,1,0,1,2,,,,,,,
3,6409,0,1,1,1,1,,,,,,,
,,,,,,,1,2295,0,1,1,1,2.352
3,4920,0,5,0,3,1,,,,,,,
3,2971,16,1,6,1,1,,,,,,,
,,,,,,,1,1951,0,3,6,0,1.75
3,6379,0,1,0,2,1,,,,,,,
3,6267,0,1,0,2,1,,,,,,,
3,6526,0,1,0,5,1,,,,,,,
,,,,,,,1,2483,0,4,1,0,3.273
,,,,,,,1,1513,1,2,1,0,1.253
,,,,,,,1,1677,0,2,1,0,1.827
